n,best_digits_correct,log10_abs_q,empirical_delta,minus_log10_abs_linear_form,q_bitlen,c1_bitlen,c2_bitlen,indexK_bitlen,indexL_bitlen,T_exp,theory_delta,c1,c2,q_n,p_n
70,732.2929642757681,811.6005117000436,0.902282531515226,-79.30754742427557,2697,1938,2862,4769,4798,2781,0.9025266028569715,17721272287768160550122924033569629670103567755475777493929556654511491901784473560690413342750412637444803803074899175122410399419022667416903181280282902723151175450795040791792053520205152162850048527581362882323149621705877973275462695102041437376769458218232874168019926468412326248984524304655698015895982845562934859262950259405274955848112580647641343897241418775222137526149388251892625943261055768612066792256632850918177777919856812437212317521320282355651092669139905872727840470060302244129478449930739201651914289570415762192058271070285616602188333050210029438083530752,-1951270705751626123531656312239011007316090037732735674384667727572599893651747298543127472894322443815523222091792316802495587879427977817754785118577275874090153299888789967675905280859748966864528149071005746527818749902262397624421933483478439497389449873686703382350083074584416330705652961058995089474213563250954461830318253817790618850411004847776855308984924006372194290991035895560658693955663338523332857383826415155206164231468076367614096727469079628408113027821791365360451478163744336499192625404737967913482467621697613419938949874653331738816721662865723255319128440744767304669404381033831838813364517124941895812290570312941063130813875451878607623954458693996045463494530068286370051979853173130959066714208093235468311790113016467961273658362791692872315695905394957282018488000137696647851553165785473567985790464760471491545410958586120000,-39857650995788999081683202005488196885867915375939853971624074788424419678481628858969583781821540203365396631476874407847319734030268053180942059032418341468232030435441561310158127623985986785369241469288774788961789229537705504308236088589559086817467462278418063913296017723446496470980608939480987716439691988574931547734959915287846346762348846617319767051968319898502404244711404974654738729820190326882574352635844194278281949743475918644569181198154177133269390212321813157810203390859703788466360566458800147994892544476111841454576482573522365659321561465806551892574493664153271953476098595995310038915579954116765760662284085978294958008585938520185728956956079899533517902641766390890528021646720523788669560218551941136379825246685043576770712996474537396865069413670302099169267295021024665530850,-36508236976866095694383272051189108155669389258668893371753620243534567938958603176293630319487440249363608755250250978310578406722037195546436701509825685310983057379279065451128710904829559130514447745470574205497644223478241659440434193444885444099255727562293983770317624821127437689543962154402363317690575945753913021897840583918612289311358524353628152560472992415728826092467356625336412979716557513585624077132037730071366604672012831331346874781096152417886912460844208108984922432093018635586861645804927917241675832698650412472394324103074431885859283833791696278612079642064365058048845140395171662048838291822807778053474849011842084941545737848569531920007111059812219719405326227624241884741709884136367240883699031660060762506208101374847702746947661086433520100436879613511404136625754058648363
71,741.6896723287248,824.2537720705947,0.8998316992417736,-82.56409974186982,2739,1966,2906,4848,4876,2821,0.9025266028569715,-6594358970569818260395805771339220780446017873437253188645885599883742007647196416918242027239374749530555444755693309595338680507851454418300441899872135109246552226039170826784464760575893753567639842847518539713494029626259595112741132388833464596964110132842625910663281597025785699474626637858439744805006970755077358189859534540184589989222413465406495139136914003240205368699558470140322115761774725463022672001176559468318772840946478482029772982413562952167913485394755673792796607836951521381880273279420750393562036181151809278618760622573564126417001949814716798891729904185016320,-55673121204608126987681176691536904858468196801509861432958950408202534336963718552814498644466609875119657552769880618148455500257786835594063589879154024417465511580483356563753025207764110170863834361282542662021068700244502033598382526291789058744556028213309270178201788169502067402875368239686715264230690741642570565634937904154282189991117105920692239083710584807536453918904234063483822957165391072791270148204720278598062187231044459332903914432264761635443392274991673502710756801261676939623368087073208509570769827747241543289245757841258894923864442175212375397593933575737705862791039667175962225335337560240259020472736792598412413520697019921560822638470574619938117682565089089773409260450665095753285064051412190905236111846970863335482259705505231300935838180100158241089470963865198367094081720647804981681391731210536111409321478200374790098233975736250,-179379194956510537983582280822179854538217797049015567009747949205026604448371550122490948040627955865187657701824599568480570824757992657393709852087654387411528068265769201103574535547110644525926474688090985774317976973303041274162131084997891995978831150972797983897827439128311877981833280349054603478368945297131203692617553615637475247762872283989049434880695740946020810315893467958609445946090028127351838756608713282662789409444197648938681436531439834099473525903404143329381667471340337098174991042399259111069778256439536547529471927194583101228937642042578718113150584346245803574246272320361358714066396686143192581058829399030028634540355574411188294599542682731042008908607428064320974826151059060253538153484173074265819134681917160611488770066016888113105446533311318500337729416748629518390309977403376950,-164305170891371383342872006030100180548535289188681328404580824097240903200321546207129854594428556959831513510934332750361864092094303087721680475252069565741508737886405602490636976554037465165716597906488043135826816686306865526287441141468858842746412027913174841014615756396093355018470319987764370200516627557300350770055939430551077766479531049588342052471400449108264608151389139185854162670364616519836593451938907804535461095584905903380377900847768026917525247983910462123193271632662436258318522157911374606681875429918486047245076710904635455255381460976235456319954163620973808388561749137530321313062195607878447470382003143298410282255255281064896728556645017855591228541165359759543895286804252369844082331576229448419952403178688566776436611153880075256936015557470375707395898656005307648022686614425821593
72,752.0910457886433,834.5625455667221,0.9011799652210905,-82.47149977807871,2773,1988,2943,4911,4935,2861,0.9025266028569715,15461596219424891264189101808847822116304172643044125134652795481401734620096449631501950485679294843425145354003443130462318232005169316774650417601343620150264977840429491574151132368977076883075644409942854149591310839248409502898122680260038876979871332877827473040144454156760818461304403199452042657710979988257398067234215758417380607575918613977808722536073677675611979148166044229779127828010905181778075944621529496912525573781042866148261716504753192354323204713011616855955210556830624914335922901344652745242044918520806124507920815014363802091178870863203008326108067632844604546809856,-7184567386451013636479359083514612022952053004113316572256415713271419858008118689001193414148949071988974406359359818341407126909648383230506723157833976498085920011972484833094821743579023673240080513093275777613048053010019682481900105472898878721977931610239555358093269764155020941590249888229552031953569481197918176784416280930738549266356684332306747474666696569969545706555866799420358156224732586059055796793687950788560133414903756286797665236496112054232862095050495094319819061723622114693046066415580350231766744125585637142912717878293849209380459171398694773013464758139104794747019788124162759385584678589206308823674784952238169227477694909323282522850269990006574207081457992867552576716733359971930657747939159313328686684002849543774122212480047657583268727695982151771173599300502721842261975018649964349542620615791655573132905532775526534615941977233370397156325,-3652124437926383358465019674281631613908338831804403636761345401171055807430107512912992524893060926110565339599216032829343643952219581132776955283463593153061321765462923045049618194124794817824504989842437322845400821161978324914572344569508053263284774573365841839144600431668606197449704393302459371372932801098755022386037893580960150661926975149918386869138305990958030507142445671726524945411575815864214036363597201478220278807344987231341053993427258433432642980587503452325824217921821257516375173437597870354519708251038928341979922242824856434672740641812833985668064057716899358863098901394648155898185734149076432836265856681361360984078582454858311372775285850553783041618443672654677740985402383154203013343497003547807250872141404499583852428118004525723100124915997480052400055396180109364607371829046446944143015936,-3345220330794381756954287806755862124330384588752326844008220430148850787082358010055957652805161791470958454105022812099597447011846512177996907144139966562161517666745392680457235464062428707831107988012720212442127606120638171310426211907615148367800772120542488089946197408062931204125404356261758078637979432440857163723866394474963418851761560383595137144965602187568337264702193716521356954934476942915319491043711673022051032159617197491423956085596084119480972452477158579939849918968357516634587431591084879097453105701749725492161729124762084900610479481263850359156487612188104900624142859331661350932784561041653620887988399397520838183492521194549764795527444799730814908665237185563209524973837907857581147888984521392648986912240192673443891837626233489298730277494833874435474998861969754849993502018448940116121485312
73,762.5376754086269,845.6683434774374,0.901698261842258,-83.13066806881048,2810,2013,2983,4972,4997,2901,0.9025266028569715,-884881199584683879239726707085141283986888857330401436809226442321555409223297899213796676042979127186862165736220826881582856459008850937141582801309991332797423615925852348770671847538879477831907970634986788508952160815096740174321945318259177693841958173462977250306144639987190339327286331471794102493764509067155127074218966656133423700367052204059535396141630875846348066615090375573108325571316960152505448304397252849074816876967957171686857505370371864766390048407462487846584681134349245182725433168254311588776554627679587652194270237081867676252868705838749670184970234992879848646899693256704,-5808932724907167754439269022604690366290375566957983692413989917032405168323878504196515129937291978317782938825470891297238753458362786764494491270500909284146496054961132503747468754964028754972708878659965950081169587603311541215034893267548041337983044776638831495842199714735416467668703186439882235923475364600715887145109826645577997892581768679769928964569056556722389592055552873284649127237411385440109074580332255301770818294447416879650050005591386659332560036705195847514166061722439639792984601827959616526705142440763336387823658483176601129844562559044210396661258628113534780853743089811158217528805676995741646987452047221483679829972801166418955251211187108916244557600623056092010768296111960741468115239572914645414865219950465413735469422928437731664808859128422801418945888676311021547336699097083421056367117834720240287916053797450584530966105981714302889127364660602553300,-465954464709349015417144679145439858814494826952913739750560418238091766633566138856008374611337629636306902848884966602369981262815827095150501275974236816484891241361093600323911506932919953551527061871128693083407621844224993488912806493103553338276211070961252556537847327021540068217077988855365823702569620969581952311169382684205919518271063880588732891888294708986516594354911166277477751566287109732642153920099266577184450038554371536116338711323366228353985827787982449707114486993706441169821274429150372466757067938980565515106350536398019880364903425272530462999566543369035799483646377150527157015958152263129591179703406160115083630657296562370284884306977891492991886501946703041379041320100835953343773317208287705777133905192507462873318395115359015344387141554477857654034323081660797781316047070550419542264146754627348463616,-426798258127026899555965929192406410954428206546024959168151022494258051523140146624314361557142894009848977173317902821709120543237555140048204437822222709866176159640982362955107757476278335610872176213305089757894905102459752154519992963175103715962626867478364711513944378513562697901438912911822425012106264298843107513350575321535065307127559153992862548212221600246854561610582834881425752493221969657729634384993477191311457154252774352536947540849613812233055826504899926151009127309972324342755816901333370688323670633035282662128197041022837362017802616281350178571311221455858802442661369677851231212960431606245112866120676425509337490594385193576286946142248645703940268317181945328535098269235268438291080303615730623935667780418951509180829562133487092028828970806429019961359007247333529471298564157095506374932725883700200341504
74,773.1934974373189,857.4638196987129,0.9017214250614048,-84.27032226139407,2849,2046,3025,5049,5076,2941,0.9025266028569715,-7289078788707205705349761540886671506846367829043636751894453074701867892544659118979563901586726215545772012609575608390192632758503623716816095797994564936275926031464318576709373492306343237255478424433672879862863004986947622815415635906567930519958131501981524684809644784066081835847603570937477297446891727121052925896509434030132761752790983197949862655513883177792603777131594706496580254713012354958692700389945212374631841071895291369886976118860159234010893362335764957785741203139281937516446224491927961410424787762979762031741607673968102187247604482521032489282253725762261134452675054664311930945536,22982058031298357866850225382376302350989601500387921542085947306958977318604998743960589204083218520304848422083900751401911042831841818520086433446370970516454611161157591794251437993820981218291465352919354271998315685536458849273528935749372863290441697564436409678466182464061094798490207415432039564733493383222720399393497341864156758788168962601458510546698050007893988098392056815983894807847740420031612473112778875799768085406284635363808739169728790261152338686870326965378285476539663470822431365203292500469437116268740210413926845389712045642468391801157081441189644519610957575296752406536309668989156415889730813992044019437406765491126327918800343245864062372993149785914531583291789012011450886538852391422042298920851429527862354966266457181397198726232677582986279957212675340460847089675011752195210849952796956258348929023786446212255813539434055873543355174809007409234472940806422322125,290950895830257925914038543978310459639139037632500826019563503166135864562632064044181357162848888350960572702280018686826523286287455539234618342349094221370893953988877469089762256258287353633419823553223537844730654772132281578811693202818162371949174023231155044047404922142915954286772040564182508256767828119614020980797924074265132680334484601995483096282538435907651032523234808844908849657386832248920517669438679073277229302571601052794881675616567023246442633130481402693512416822369132027791127157014067664308512941360671247628531773179139608521748275567306847546917745272419929235914924205217271266575168153291974438440817990799876932476325162130685965561596226455024528137656704231630522946753753796913959481798563014487884407852892815048004366361622517531938214615759972215983798469384325801356881570741184052553596861176787430769192568094720,266501010175556355471353166285475171284542742985239647120094523812139128394549034345653092146407601762075726052863281632745952770469194123974311735106590759379209922420253883731307830167558841216824337709804924642665126386893261590162639575173265578944445128923870325607664318947380751970356650373443245133063964101024186342035716473354412269235816204072970108040190020562546850059789522354456556694252625813651191372313233703784493997223847228024645522417604169439996940766173020702985429067415676365146721165481147373918953169033921940774649200011459162461668185685966964038415171000818191246606989486925891072046147760857469974775182461371872432761030004595557357507379049866600640899520722355819275874551604626245345367774389853373990032595750011515460728386975977379661538975933823734756112612088760987595660398075667872182827227699319546379082708025344
75,783.4462108591797,868.3853866696935,0.902187234936944,-84.93917581051385,2885,2069,3064,5110,5135,2981,0.9025266028569715,37482345291124553808864567357762192316891175544250680407623889351494741757438621359376128185712237380607156723524335830530341782734540376747826342483435553747684262502835388563908392687905977189978332324933586798887061612946361253504944160830073977892531128966973896152649439651694803312891351751226138688879760807631352312225342556302047899961960875456378906818143244686554250167730815839568764645099565756965986982182394270716009918011814495621385928464315367420690966451641231429326912292661617038563545136291200544401329591280097752246333960596422710143596935374834490974673608972280840076880221049924843494070840459264,12153264745419944132073296626711471058019887622523106846376747617976321940834903914584604273784119512147761010139751878359914216658246979530624375284825818315125102646394197437265284732993325372981838434281930139037046845536469500971362139313768950813490982682466779479548492532072105061164513585560596563875969390522812213301877780369152122991886119506713343800574661125136705374828702544205060164960289458089689033425185329785073143463134013572821065014980975781106444780550515724795497369261495856464155094521556394807201957452993270899413104131307028131110275272148288531457456042997401353038024455613506155424853054466875522736701121348911555181279438416953709130375222665095595620818917584210487419490833484556825028157367504456256560021678833437501421316603082281560648599918342223741779332044376543082630367663526034022232010420370202646408586534826993731488510140732757820659721469847015534834776692916314574543850,24287715648829418853977257298041656356509913270768099359379195056443349611299202389003608898602079391423973193020983352261923883903143873939412476333965972176746006374689509385383595538719892666309054524431888576233195535439237913037813903849693586939692960726692874761899428735686258324571155875763926103722732882919510501370638114488643629922274168283220222867408323571727211459320082302858222770438137937984052665120902088337550501234967725090317342252441040208626066905303475109300833468164517374650296761637472009024539950444819931095848551044880191404240136930965788097790661564995776545971617948498652760705170413357291384039067980762017500014378584400422493255728516775846359918468157021520398644135797111665998969732038739376122098708957639724976249732360464175131495906933696388417186851811074700272550305531511917249923547567550998559435509069486994306676382,22246711895487379090469907899920195586069203481227256536921085986734414355377649779270575848794500309815309369085824880256410740254990438269288168239219268862790883616059913228602622188741455457270465941712122391310970545275565389615147045473384663679468905084317421643831617441132546665082379732586501990427976081374412820389311674817015809379084789022568854096894909805526637143809561318831610560834813403458388791322854816048445855789102891245975467989520846296737112672745341794371520574805222643978273015931345152245978479239115474695511578186537920057848776283406520365395321898178432818943545387232052417845866623851892332983967899956607747854220206984262301583330731400409018343638336029264942520548106784013176307397027527145271883342153937762785970222701069220514066483146964370205885354224761920435261469813694681811415409330705477922765544406207168646637461
76,793.8820123404018,881.946356872102,0.9001477313835414,-88.0643445317002,2930,2101,3111,5190,5213,3021,0.9025266028569715,191112905297570121106803687086348107602353688411725467095255771637376456206292291229300937548967677893933066888955909297300518013030449938433106120843252714889771242667512554179229653626275021319193497509468641916369974791952446614580861601604131589643426059527192975288481924429415417693175292089661165374027546718847068131984203313744165293773623354879347270204899838067996589425472469356682101763782338521199804495316722220148638118513857507189236839156541957564562242759693277885833442311354864383496254583042376968607615081849584602705220724182332970418164817343199588727141468729593256051678978498143802664652795382377745481728,-2801064137985190110700461400762822901879113341810190366287283491877591692262678661075109936169500634443365916025727878438201940778993885949851143547389573096886783399695301680136209111757320821265202098191961266635567941564452066570496521026549251842078847010611332546868750852079583128225450105682420260362265865358192848083552903362471927519003973454511547411197101281015968446851394436527643805683523772493672932480720583637368441467157682385354986199181373351354562946142253478221039536952470327594863347460949593500752502361066272160901227769680968143679679190181599828426534228120697613998138962522992413864650748765661170235979748943409126830918276257053706869396317575140966300277201284960839720928764724239912748291593266868229013066253872407950712358069908669127864316344663860627370092271308974942506555839518406656703400389396099806913401304158321236874289429909621508508916752505911072850394431582713945340525542044474521300,-883805850462585604095494719137381708888672017065277906756622657410595391722634299172981920920538849175264871699103351584430743331165551472471936165353992765699577335448779149293810828341708546874559794081777936613479304691343232863190034923384081290784142839094742636750660268120704383698376582800566275939649909868306544139954464510609048573785833201358082448708245045589727224092620617357304418566132453875566378228911356121102489875089146741588352466566030074113725909703590687302966755766693299098818866309148883505435962433599585513983784913169110098980007513674727383076145921886687791457535002807164887093414065434600497553755911085451388322225271084861327364346058180394377771955992569484332079287735523302844527803730629119893680059702194418946213163628319054715855122349160304112748453774065963518608350066216959785288750229767424070121145665445286228073962429330094738198,-809535750956264599949654274202580776140151496239468638945985411026059855862502408137833084736870323223684183608556783835899383129976100089378145596608613328737226512543099539002389738807383117534369827495215696892712357818188613179826026496764984756492856471399865005407154182960937205127425012381651922832395402568223192216914325064936568724550180171238482265086041196582429981700289353530682856836023743708424320393603928391852924391923752305209577020610245350554819385458890690184113519212787699389924842623502458406682416563020364325030002721144588943494282525946062612387200230522261584912201910494978945930376264481703150639659677020460388439087792763888178400544077648683276007543760990398282411189272775083957101868350397486424064870799557357582720929435100408782708383726714040120315076613325542740618998643467561028641673974339908742100043682233256885848927543532976887017
77,804.5016629094396,893.6262632932164,0.9002663596128739,-89.12460038377688,2969,2137,3153,5262,5291,3061,0.9025266028569715,-10011922171463858383662384274780854125398685576246654481548144120573582732145624300435191410854386728820362804561698834869014597336183262248510469142321789119954880055767415840964450136359189967973904723378238507413471477634541849737083716237392380102576125429608952806190240565618994075745745518320771302846573118869862555740688931488719001497934760737928083572203340691990460994831357026550620626608026294743952484281843769577238093058689766258155529856244328604543972737945190131529733346005933046579658304793135709158877594220762564733286006678373826702627217522085032453581969098846571662680563153619288682665574824363705169412665459270656,-8488172669441990772793451574592312831059095580529807566571156717168317228920996726454781924399612804463282993935556514233328773232920638261448103720199409776910759549539795959310845703815733387147183536088609202489270268565539877908093392896829736346943022467937361588428551507171641449694480657362721447554436419661108236287461282233635061973872570404336226430197753898102372272970434336743233610760398645455277437600573046596718709562698528118582626344251463091749652118318197072864768890269929172839247754500939102208230181922952273166689507410759168716257418225380478992579778336672909032604036238848125841025667256605050941661959727200824909413806175753129558854685403020434070941278633657681199938276605136590039479365727864206031084743333224424770589227420704187058366698896932987865332502213444665791730826742005508717726303275424026611495181884427470612554451110038208500328128955478721438587293779458310906976272930112426891188199856374825,-422924936931808277642005610426394511238513141391898251336574890033580070307647491728109698986656243132075820874939628442338921603702799721110190210089714118384572980849484119945646942910834671498313454471621144508954348623034582479223651680524795193087662781671831867887359282496167607646550787695160746270164264002095789748931610280681684632077268920849967566104383854967902145286089823534030504617723686378966248180599118806158239556195518885374628213195799661145551457858846368037824196590479609268382640522178294756956751043317403820662786788625547076451483243287115153550492981950366901243729548551479350156459965396723358293350799511474938504799518242653393796445279016488395341252004208596297436207487377907214760229153872869489894720786983430422125650120536833562391422522489503759983187706321030849791509810508290832937528027589503633752884689650922238998090703670103657922516876263424,-387384691149106647289561961547141400248082137785677304356134316574214668711545439322693122040078637431899076552655241959594554072170773436292899706026711553997525757626993680197573062380543835743027486946278044143930737074334855628254382272269775258421598600210406037800495266022931799910938736788397702487392530576104083243033237252928592574177685866836093197729687870798450620234090114357669318616903319703999633170079437368738089454695698519924497458388976548402318554854350057950614287417110057919608640289790237569506740923711605020206198973826692379855013595978067591954137232297084265943722589394401365825769973712265155635756406152411791798791155565920541341034644823591502649141666936709408224780755812873629054573376064937176571409365676864442976225768868861964005244984330690930912299382966864396490438641690117304961844381705046017124262696215653245435766376575148908589287712227328
78,814.7840110756505,904.9001372483264,0.9004131810094468,-90.11612617267588,3007,2157,3193,5325,5350,3101,0.9025266028569715,11278797919974256624030124797440506559373529289274669290812560579811060032934098385064023517184202541382456614393525916963169008829679319616881653172018295856470250565054253347852293861258681953386366529320490000837858173708540654432287708468311555880578371379458074879229318917130436660407554722748418845050175856683346123520924255103991976589599797596678635408854517947286182808349480161882115378814832603624932922818403640761867796552669523586875121991653278800799247220819772864484926370232964682472686525168179528924536667076338137533455210190339681214757550794418889418471241573828766584521685162303061604201602637473904104332021598336155656192,-10097170040020771756681819749529382457649446929468814319233193730159651150220745709717446818429346450180145994973234065590447473904787965141191136116209331049612690739666201660577496325246850335572863083112722205286121036885322952074519506875394886679582939957576986699207395838793806186556681436288759034253388526045497148208881216517173579589761419483409999462217995616183971534134966209157350994754607129771693856925920977114506513674772484896639636819963884430400978946077030633471826252891210562510724310040879674955564150239947262094929312657477625450093601127864305724737882913882547410229179215320934424687456047722626248144495986993261608702029230624909108702900551742877599713077597349490178326019077063884083953590024214329441364236840808758077533318832697397317786606785456318365398074823924619326877018442499697702738653414918676245186178445016113176283266080045573194671493772672045570365268937624861964571502848880966475049774408927394380014934450,-79457930272944854684392520966004149818675435984479924743273743895122027650542956519875931685917806192608161728595654315254596896042563397305280306460572465815658245133937657980009599520304882056972105565779625527020253288861134853584522049629415790601710266568399975412815204309713699143413542017430424843176711854967526639794200861763527316791083655301527682554421766090394622590173033344378816239636009711691016813719370488280147350760088941520650432462159241075115210228287814040935662328571977159004896006267947191643416640502066585523927148516762959874337588165226126204035961812488041574283972706101526834944508516545289829920385057604225975820939247880314734024039965949922139015353632003094008881818330078474388564589160233245314725766897530763114022434053931756007962291611599096588406908912311515693367695181130907812340799864449054648928996175189626288476117249404833646292890223320114462249954,-72780730314549972091481928574424703189571386948077364283461787363167122414019537681878472854334449309725900269599184797211888075762053665354348050344524080115856047835939301707959792850128471265494067761864059147848666148328908996936169830116242861566439884519209893174384824064252278320207253804672715424884902611802057697216716501550342955112390126279726709183940787866667680387943520461229360484146902772126366032704680043608841049009048391878532890357822348798121571607032229035302178542921925855898606548565797255282775060148871402273972638325805866992410054752037437227669510369330961010785847142669886195751388760048751964068097008013211388463611278008605213955276903542923596781098781898611730006479653678260717258913554461885031909024075573119248840928657883714271033812235983907996946855470592103481880367359248034952374128817609317763220460550020118486445325296695700224697861048863923193812523
79,825.4608863618569,913.7160008809487,0.9034107814309899,-88.25511451909182,3036,2182,3225,5379,5410,3141,0.9025266028569715,-425412560983020407132617058279722804708531013247952514550025401088550030290440195248879870752599842082311440831272166135515821290332641959304758683204769306017330008328991304054690441444284286487917100141015876318962871148023763375461034451707767535922492492583053472742227316023403452611807618395480315636315384977969910588206298565941562460439898470626278986748809233744283894820114738290296152813793894367811583709774403964079032958309044786825465848258437075958743747746561046920553571469174426858504267952332716446954734171051039485043722346945044699127108360373908003304475341211142724418499196192014394129652819681206637721109230285004164684939698176,-41831501681823658997018670649623788352312410779316428030759065664099693081732149440448070403612549537636292369188558697006323151955944520555550112072211576475231973758558867145316316091481533229726734781193346713607892296750039024402040597534810791473218421059004473088039550662592226848784067566501643244910388529174956299676364784028044547783358291372176669505133944119766864812214329902341566900305120999825814863654759376119447916062981455743504318253593370906764365158255779997810000156135212742860957217262165411024813370949211551232405697551245981929372175122432307735233722665510153808186298282541725704819214229244406047770552933199459912501247255710203482231714274742609078434971921744143459792295608091184508224500180114139150124828086473706390740876878884471872756605266321996597725349564418488745976591755015446550390793235476213754105440189265751192956143278502754228835019652174694685082748026366859056250413426373147828633908091652743250540837070409657530,-51999705132531642339975068966240469831485943237781742187253527470727608357509848314620997269529265268808606715043238071621158644650485860797697332235576482525571190091368269452762133503048524066782149531352746232566425651116705834379439678876534652010733832852252929977762202408888877160831553195290710909535596658919532009461340922659302901007880856225331544325239867374497248668915893129828370206777612637241180239028250003246248443285339446373166037243030498336622117773750102182325624174609443714715250138553304557128277182270972511058868809446777294581606356785652663002169198129880140174087981791697839354676738285279824787166154320504395430771751588963148034754497934609107012236540171258618713321251249356606736459664610299727992794876612728832287094929788354561454424148717990745299688344201814555215971611583487005046999374641215262530720249944309487666989761880301237983974946737193440352809458964569990,-47629940808759531026447882778359856961257614236244066572527347480881879065050055434387356526219254115851126765890920708505723289287832883271499085566648918817917837727559900245335707707442146468534270522036803598519330624350611450266836543799123665919437983196199562990084443598861302460510217345910342098407858958748048357807679220658344272897541654797009394472363761086436697640166455048360873824174256378995076300540082558482079943144579943004449926540348959918434532996729823351542908916481933279616703903515119323425862858814696405941560216848633158034267876570531338157027857938755121205821038121237857900539628541140259639310629089078488430716942169290682085981308368236727569330219092998329683141228871004148929786418779598237227716087129841191727111010121745149349718128171904163016540593861541427135243403198270659963355229349560635790635944735880855138578077115807190508217703788973287076006214492064465
80,835.5835959626274,924.5510898081977,0.9037722254331808,-88.96749384557027,3072,2204,3263,5445,5469,3181,0.9025266028569715,-2616560453321123566325902930075008704308042835261748709181176908319310219642226150183701836466858828324257781293108260557183709792849113623333731154936444764814530257502483682611615950104130828420274168013777699161188424779427293776630403892775613574443087497295549716363274797662059691381017652181550979972781195886871054078557653101654439700150016196022600287405541254453862186452901687961748419780651392030072988346997255863453743103260750803018519309130543081902271127497391055244841861453541709117225618111336558102392818954287825601409561923502107475083945446313931637768346703469863903700720093084405811707794239558935047877885065494363497016376590152089600,-18111856700915553837777651209403190323135830253596621489302267858338371964220955699387795041022321766794368532622661250079791745847370283363030503334579353803842601860034861585868840068675423550175889978396577391875534948488625106771072827440863405804280898688042816374976802468914376338470803721881565441699047284557100227196742558005434301944372251614358028276389914404135286896015919752953187372739942647267580521728506088096044802541676277927683890549024873200178422508771050208941909197471622459013833013489670303426447880343686291276066944426874482223493045657897117100200309582835037757311066307785739305111896441784512143388232690406594136095668170381431737805639030144258841440729573035401391955311732361010093953422679012958483944073875296500041431003307543367355328783851180305707294289464340075926854919019024799033134928662271211289629325925974137045873206121012315755401978093785566133322550975462657323783372050046220021036504441303422268464455911407835120202558052825,-3557048675355346688769400450140795199588301574399384503715325050302207468642786280663824813550491227688450704887453636460263890828096802234080554794618250512970982676572260506257696608922100148862801408150722533669322075559059252319262806217327285189743442720071573948797650637059020104025840733659950064577790083869499958990630117018588078979327399171906599057959788217967150026184817149541730225346668197610249334449855164017393859935351780064337392089788924914574382819139142320460572226637363455963602824907016097886976410251638833163221267401001528249883522505134333015376030016615630719341230264281032652167696993078960608791585563431621135326031278149427419012539147808207023197634089878506896835566693628886256400276464763201443718394606199536150886356753749908665839136346017773396511618271600262147758594625437888733855260253279801124251484882148085759524286671287381608392405114203749345905806443729799469019955200,-3258134203439149953602353687964288362584390006350000636048953063424793401889178482850438187421708816877269588050061795271620972172091043202664641457152067586248214035556439541484252504734288777455550496828492759828373145936330189876479714038161608763582448491077300926293758920997744984384507844126974570726342849178098825082853138475996522423099771058288683167571905213696054193249582846031313181463155443262107499899578616815825667238650903230933185994000827300112198589352809575045468682747934222155558735197454808447278766310908318102736788931869735495723114038889888104335481134877203744925076376636795700978607849534263976813024078156310417426527422815964857633163861416430864836601873807031305323204860022095640378291636105399380432177663666808346837382836249454937872071516817527803361131887871713978857876793515439238952863251958294523381467870795795864692535598599767904969137305822321616992526427349783451600420864
