k,n,logidx,halflogcov,logl1,logl2,skew,incone,logcone,rho,rho2,logq,jhi,mrg,ok,cflen,cfmax,cfidx,cfkind,cfpq,logh11,h22,logsinth,pqnext,cvkind,cvidx,cvt
23.0000,92,27.523180,-0.451246,-0.456917,-0.445421,2.879560,1,-0.453342,1.389501,1.000000,14.490270,2,4.403 e-4,1,1932,135649,964,0,0,27.411913,27904,-0.014170,5,0,964,0
23.9000,92,28.140985,-0.760149,-0.769208,-0.751051,5.314831,0,-0.748721,6.585443,5.314831,14.167358,3,3.728 e-4,1,1959,2681,1021,0,0,28.029718,27904,-0.003560,10,0,1020,0
22.4000,93,27.054955,-0.267915,-0.272383,-0.263365,2.313445,1,-0.271135,1.123149,1.000000,14.659351,2,2.256 e-3,1,1965,1268,1034,0,0,26.987876,512,-0.007681,17,0,1034,0
23.0000,93,27.472334,-0.476605,-0.477208,-0.475600,1.161251,1,-0.475721,1.148275,1.000000,14.476168,3,7.714 e-6,1,1970,129639,1032,0,0,27.405255,512,-0.037341,6,0,1032,0
23.9000,93,28.090949,-0.785912,-0.792675,-0.779127,3.525238,1,-0.789218,1.379103,1.000000,14.159046,2,1.427 e-5,1,2008,70086,1028,0,0,28.023870,512,-0.002139,6,0,1028,0
22.4000,94,27.110993,-0.236898,-0.239317,-0.234310,1.601087,0,-0.233176,1.781154,1.601087,14.719217,3,3.652 e-5,1,1995,27383,1037,0,0,27.052001,256,-0.015882,5,0,1038,0
23.0000,94,27.531305,-0.447054,-0.450364,-0.443649,1.879785,1,-0.447377,1.324102,1.000000,14.502242,2,1.545 e-3,1,2026,2722,1050,0,0,27.472314,256,-0.009022,4,0,1050,0
23.9000,94,28.150714,-0.756758,-0.763483,-0.750014,3.546933,0,-0.748183,4.213347,3.546933,14.203349,3,3.655 e-4,1,2025,2735,1023,0,0,28.091722,256,-0.001835,23,0,1024,0
22.4000,95,27.091908,-0.250800,-0.259543,-0.242049,5.269359,1,-0.256410,1.346591,1.000000,14.692911,2,8.133 e-4,1,1963,1229,1028,0,0,27.033538,256,-0.000845,12,0,1028,0
23.0000,95,27.507796,-0.458744,-0.459886,-0.456819,1.338208,0,-0.455644,1.496270,1.338208,14.496800,3,2.670 e-4,1,1980,39944,1035,0,0,27.449426,256,-0.074451,2,0,1036,0
23.9000,95,28.127981,-0.768837,-0.784795,-0.752878,20.741301,0,-0.752052,22.434053,20.741301,14.154049,3,1.703 e-5,1,2036,58723,1059,0,0,28.069610,256,-0.000014,60,0,1058,0
22.4000,96,27.126348,-0.230628,-0.238465,-0.222790,4.503195,0,-0.220972,5.361828,4.503195,14.713090,3,3.247 e-4,1,2007,7830,1031,0,0,27.061365,512,-0.000072,11,0,1030,0
23.0000,96,27.545124,-0.440016,-0.439884,-0.438943,1.094476,0,-0.438711,1.119187,1.094476,14.514847,3,3.549 e-4,1,2087,2817,1051,0,0,27.480142,512,-0.115682,2,0,1052,0
23.9000,96,28.166069,-0.750488,-0.758187,-0.742782,4.387702,1,-0.755481,1.296544,1.000000,14.185111,2,1.605 e-3,1,2097,15312,1076,0,0,28.101086,512,-0.000734,11,0,1076,0
22.4000,97,27.098967,-0.241426,-0.249071,-0.233771,4.410852,1,-0.247295,1.187941,1.000000,14.704548,2,3.716 e-4,1,2040,3805,1078,0,0,26.969308,289792,-0.001007,21,0,1078,0
23.0000,97,27.520572,-0.452228,-0.459040,-0.445417,3.748773,1,-0.456906,1.229931,1.000000,14.494434,2,2.218 e-4,1,2046,4509,1028,0,0,27.390913,289792,-0.000041,14,0,1028,0
23.9000,97,28.142261,-0.763073,-0.781097,-0.745049,33.006090,0,-0.742486,42.321124,33.006090,14.163372,3,1.445 e-4,1,2107,6922,1047,0,0,28.012602,289792,-0.000011,67,0,1046,0
22.4000,98,27.164937,-0.212679,-0.213806,-0.211513,1.251897,1,-0.213445,1.036005,1.000000,14.740118,2,3.884 e-4,1,2022,2574,1036,0,0,27.094208,1024,-0.003894,33,0,1036,0
23.0000,98,27.582240,-0.421331,-0.425979,-0.416556,2.518139,0,-0.414276,3.148583,2.560127,14.537170,3,1.007 e-3,1,2126,2457,1117,0,0,27.511511,1024,-0.012354,82,0,1118,0
23.9000,98,28.204658,-0.732540,-0.733413,-0.731281,1.232308,1,-0.732001,1.148353,1.000000,14.201912,2,1.420 e-3,1,2099,1128,1104,0,0,28.133928,1024,-0.037713,6,0,1104,0
22.4000,99,27.154000,-0.215298,-0.216988,-0.213581,1.401270,0,-0.210833,1.839374,1.401270,14.730999,3,1.352 e-4,1,2060,7398,1087,0,0,27.090986,512,-0.002654,3,0,1086,0
23.0000,99,27.574089,-0.425343,-0.428308,-0.422369,1.800311,1,-0.427905,1.040727,1.000000,14.525691,2,3.689 e-4,1,2129,2710,1112,0,0,27.511076,512,-0.000718,43,0,1112,0
23.9000,99,28.197221,-0.736909,-0.739511,-0.734303,1.674633,1,-0.738612,1.093094,1.000000,14.214449,2,5.586 e-5,1,2175,17901,1110,0,0,28.134208,512,-0.000372,16,0,1110,0
22.4000,100,27.217496,-0.187688,-0.189881,-0.185419,1.562372,0,-0.182492,2.093564,1.562372,14.760545,3,1.257 e-4,1,2111,7956,1089,0,0,27.148181,1024,-0.007559,4,0,1088,0
23.0000,100,27.633384,-0.395632,-0.400532,-0.390701,2.672777,1,-0.400303,1.023172,1.000000,14.516022,2,1.856 e-3,1,2141,1011,1108,0,0,27.564069,1024,-0.003032,113,0,1108,0
23.9000,100,28.257217,-0.707548,-0.708087,-0.706382,1.185922,0,-0.704605,1.416549,1.185922,14.228020,3,1.558 e-3,1,2177,3722,1107,0,0,28.187902,1024,-0.062700,2,0,1106,0
22.4000,101,27.185848,-0.200703,-0.203555,-0.197833,1.782426,0,-0.197062,1.926612,1.782426,14.756291,3,1.964 e-4,1,2098,10837,1097,0,0,27.086615,22528,-0.001922,78,0,1098,0
23.0000,101,27.604482,-0.410020,-0.411607,-0.408419,1.379995,1,-0.408533,1.364123,1.000000,14.541157,2,2.270 e-4,1,2111,4406,1084,0,0,27.505249,22528,-0.001424,2,0,1084,0
23.9000,101,28.222137,-0.718848,-0.725728,-0.711944,4.023633,0,-0.710106,4.844403,4.078258,14.226906,3,3.279 e-3,1,2140,451191,1159,0,0,28.122905,22528,-0.002405,117,0,1158,0
22.4000,102,27.163664,-0.209041,-0.215553,-0.202493,3.789065,1,-0.213462,1.237783,1.000000,14.726089,2,2.392 e-4,1,2130,10335,1148,0,0,27.102504,512,-0.003704,13,0,1148,0
23.0000,102,27.584989,-0.419704,-0.423332,-0.416073,2.096870,1,-0.419966,1.409694,1.000000,14.526652,2,1.587 e-4,1,2210,6298,1170,0,0,27.523829,512,-0.000223,3,0,1170,0
23.9000,102,28.203385,-0.728902,-0.728955,-0.728574,1.039627,0,-0.725177,1.470150,1.039627,14.222375,3,2.084 e-4,1,2206,4797,1149,0,0,28.142225,512,-0.027905,1,0,1150,0
22.4000,103,27.334619,-0.127592,-0.129872,-0.125120,1.631372,0,-0.122829,2.065622,1.631372,14.814691,3,3.134 e-4,1,2145,3189,1137,0,0,27.250773,5632,-0.019648,2,0,1136,0
23.0000,103,27.751854,-0.336209,-0.339922,-0.332271,2.198976,0,-0.331729,2.325283,2.198976,14.594586,3,1.737 e-3,1,2155,3740,1167,0,0,27.668007,5632,-0.023105,8,0,1166,0
23.9000,103,28.370975,-0.645770,-0.649349,-0.642188,2.090987,0,-0.640743,2.426498,2.090987,14.311963,3,7.870 e-5,1,2167,12706,1099,0,0,28.287129,5632,-0.000229,13,0,1100,0
22.4000,104,27.357680,-0.113346,-0.116326,-0.110268,1.877694,0,-0.107906,2.400586,1.877694,14.833646,3,9.207 e-6,1,2143,108609,1111,0,0,27.240528,195584,-0.010172,3,0,1110,0
23.0000,104,27.777567,-0.323290,-0.324518,-0.321930,1.308845,0,-0.319350,1.711636,1.308845,14.631674,3,2.086 e-4,1,2176,4793,1109,0,0,27.660416,195584,-0.013727,5,0,1110,0
23.9000,104,28.397401,-0.633207,-0.636632,-0.629666,2.063510,1,-0.634186,1.289626,1.000000,14.307774,2,1.622 e-4,1,2240,6166,1168,0,0,28.280249,195584,-0.011967,5,0,1168,0
22.4000,105,27.243818,-0.174214,-0.174239,-0.174184,1.005806,0,-0.171748,1.299015,1.005806,14.779608,3,5.164 e-4,1,2225,2267,1157,0,0,27.148365,22528,-0.000574,2,0,1158,0
23.0000,105,27.659706,-0.382158,-0.390133,-0.374183,5.337829,1,-0.389649,1.052176,1.000000,14.564296,2,6.296 e-4,1,2243,1588,1182,0,0,27.564254,22528,-0.000103,99,0,1182,0
23.9000,105,28.280238,-0.692424,-0.694022,-0.690733,1.412529,1,-0.690912,1.386194,1.000000,14.258683,2,2.200 e-4,1,2303,9747,1228,0,0,28.184785,22528,-0.009826,2,0,1228,0
22.4000,106,27.237719,-0.174586,-0.185707,-0.163466,10.565434,1,-0.182499,1.405063,1.000000,14.766494,2,2.838 e-3,1,2215,26208,1150,0,0,27.143167,22528,-0.000010,21,0,1150,0
23.0000,106,27.656223,-0.383838,-0.388727,-0.378939,2.822278,0,-0.376800,3.540585,2.822278,14.564240,3,8.372 e-5,1,2313,24594,1209,0,0,27.561671,22528,-0.001087,7,0,1208,0
23.9000,106,28.277440,-0.694447,-0.702778,-0.686115,5.848658,1,-0.699517,1.412866,1.000000,14.248858,2,6.698 e-4,1,2315,12030,1224,0,0,28.182888,22528,-0.000026,11,0,1224,0
22.4000,107,27.262070,-0.159783,-0.167309,-0.152215,5.028133,1,-0.164084,1.412030,1.000000,14.784521,2,1.245 e-4,1,2206,8031,1106,0,0,27.194314,1408,-0.004482,9,0,1106,0
23.0000,107,27.683141,-0.370318,-0.373391,-0.367244,1.930344,1,-0.370739,1.328163,1.000000,14.573106,2,1.183 e-4,1,2284,8449,1176,0,0,27.615385,1408,-0.000161,4,0,1176,0
23.9000,107,28.305030,-0.681263,-0.686188,-0.676330,2.871352,0,-0.674538,3.478281,2.871352,14.264941,3,1.031 e-3,1,2322,9443,1217,0,0,28.237274,1408,-0.000786,13,0,1216,0
22.4000,108,27.403278,-0.093017,-0.094630,-0.091381,1.420325,1,-0.091544,1.395555,1.000000,14.855021,2,1.979 e-5,1,2305,50525,1176,0,0,27.351934,256,-0.002474,2,0,1176,0
23.0000,108,27.820450,-0.301603,-0.315271,-0.287932,19.155896,1,-0.312503,1.348474,1.000000,14.632205,2,9.870 e-4,1,2275,92499,1164,0,0,27.769106,256,-0.000245,46,0,1164,0
23.9000,108,28.442999,-0.612877,-0.615900,-0.609852,1.921644,1,-0.614609,1.149692,1.000000,14.338618,2,1.281 e-4,1,2421,7807,1248,0,0,28.391655,256,-0.000185,11,0,1248,0
22.4000,109,27.367593,-0.108267,-0.117852,-0.098668,8.094070,0,-0.097847,8.851647,8.094070,14.834772,3,1.262 e-3,1,2286,1109,1201,0,0,27.288361,5632,-0.001561,188,0,1200,0
23.0000,109,27.787297,-0.318119,-0.321198,-0.314757,2.017973,0,-0.312746,2.512574,2.017973,14.628505,3,1.086 e-4,1,2366,9209,1221,0,0,27.708065,5632,-0.030764,43,0,1220,0
23.9000,109,28.410493,-0.629717,-0.632842,-0.626382,2.022082,0,-0.625406,2.249092,2.022082,14.308828,3,3.599 e-4,1,2350,3583,1245,0,0,28.331262,5632,-0.022957,6,0,1244,0
22.4000,110,27.415963,-0.087837,-0.109544,-0.066130,118.571887,1,-0.106834,1.347241,1.000000,14.838138,2,3.534 e-4,1,2317,2828,1184,0,0,27.343754,2816,-0.000004,290,0,1184,0
23.0000,110,27.831852,-0.295781,-0.298001,-0.293183,1.698787,0,-0.290356,2.318586,1.710531,14.654902,3,6.250 e-5,1,2326,15999,1221,0,0,27.759642,2816,-0.041599,8,0,1220,0
23.9000,110,28.455684,-0.607697,-0.608389,-0.606470,1.235026,1,-0.605248,1.412674,1.000000,14.342785,3,3.394 e-6,1,2458,294627,1302,0,0,28.383474,2816,-0.059014,1,0,1302,0
22.4000,111,27.406458,-0.090032,-0.108111,-0.071953,55.343646,1,-0.105273,1.370344,1.000000,14.840661,2,9.177 e-4,1,2346,1088,1256,0,0,27.292801,301312,-0.000001,125,0,1256,0
23.0000,111,27.824844,-0.299225,-0.303281,-0.295063,2.489669,0,-0.292460,3.323717,2.489669,14.643413,3,7.565 e-4,1,2387,17801,1215,0,0,27.711188,301312,-0.011736,4,0,1214,0
23.9000,111,28.443057,-0.608331,-0.611497,-0.605120,2.029578,0,-0.602255,2.789453,2.029578,14.336924,3,1.679 e-5,1,2469,59567,1315,0,0,28.329400,301312,-0.005008,3,0,1314,0
22.4000,112,27.376890,-0.102303,-0.107851,-0.096744,3.469332,0,-0.094263,4.580481,3.469332,14.844275,3,3.414 e-4,1,2301,2928,1185,0,0,27.256962,681472,-0.001271,6,0,1184,0
23.0000,112,27.797730,-0.312723,-0.321913,-0.303522,7.844098,1,-0.319168,1.359964,1.000000,14.631776,2,3.210 e-4,1,2379,3114,1248,0,0,27.677801,681472,-0.001137,17,0,1248,0
23.9000,112,28.416611,-0.622163,-0.624550,-0.619749,1.712117,1,-0.621935,1.340168,1.000000,14.329361,2,1.108 e-4,1,2441,9023,1260,0,0,28.296683,681472,-0.003205,3,0,1260,0
22.4000,113,27.408853,-0.089987,-0.102345,-0.077625,16.334769,0,-0.075597,20.542318,16.334769,14.879352,3,1.019 e-3,1,2365,2840,1279,0,0,27.283851,1362944,-0.000392,33,0,1280,0
23.0000,113,27.825968,-0.298544,-0.300341,-0.296527,1.538762,0,-0.294538,1.926571,1.538762,14.658015,3,8.711 e-5,1,2404,11478,1261,0,0,27.700967,1362944,-0.024961,18,0,1262,0
23.9000,113,28.445507,-0.608314,-0.611992,-0.604632,2.297087,1,-0.609227,1.366794,1.000000,14.336858,2,4.471 e-4,1,2459,2236,1296,0,0,28.320505,1362944,-0.000327,5,0,1296,0
22.4000,114,27.472551,-0.055658,-0.058821,-0.052493,2.057223,0,-0.051064,2.421113,2.057223,14.902345,3,7.043 e-5,1,2312,14198,1219,0,0,27.349562,1227776,-0.000223,11,0,1220,0
23.0000,114,27.892087,-0.265426,-0.274591,-0.256245,8.096499,1,-0.273627,1.116194,1.000000,14.662101,2,9.124 e-4,1,2376,1096,1198,0,0,27.769098,1227776,-0.001788,65,0,1198,0
23.9000,114,28.512272,-0.575518,-0.585892,-0.565144,10.647600,1,-0.583018,1.387736,1.000000,14.367484,2,1.451 e-3,1,2444,1936,1296,0,0,28.389283,1227776,-0.000000,22,0,1296,0
22.4000,115,27.320773,-0.135136,-0.135542,-0.134595,1.115156,0,-0.134546,1.121461,1.115156,14.820473,3,8.252 e-4,1,2399,2238,1233,0,0,27.229460,36352,-0.015588,6,0,1234,0
23.0000,115,27.736661,-0.343080,-0.360418,-0.325743,53.924699,0,-0.325262,56.989326,53.924699,14.629761,3,2.516 e-4,1,2472,3974,1271,0,0,27.645348,36352,-0.000037,180,0,1272,0
23.9000,115,28.357480,-0.653490,-0.656511,-0.650463,2.004772,0,-0.648823,2.420681,2.004772,14.304356,3,1.705 e-3,1,2460,54403,1283,0,0,28.266167,36352,-0.000696,7,0,1284,0
22.4000,116,27.380506,-0.102822,-0.109273,-0.096367,4.469134,0,-0.094865,5.319396,4.469134,14.843722,3,3.708 e-4,1,2345,5178,1253,0,0,27.300080,11264,-0.000337,11,0,1252,0
23.0000,116,27.798784,-0.311961,-0.314538,-0.309384,1.818299,1,-0.311913,1.355941,1.000000,14.634206,2,3.686 e-4,1,2410,2713,1226,0,0,27.718359,11264,-0.000021,3,0,1226,0
23.9000,116,28.420227,-0.622682,-0.624931,-0.620135,1.744087,0,-0.618260,2.168056,1.744087,14.334625,3,1.209 e-4,1,2578,8272,1341,0,0,28.339801,11264,-0.034552,3,0,1342,0
22.4000,117,27.337792,-0.121771,-0.126122,-0.117416,2.769383,1,-0.123226,1.403376,1.000000,14.827033,2,8.579 e-4,1,2454,1164,1280,0,0,27.215459,1644544,-0.000541,5,0,1280,0
23.0000,117,27.758420,-0.332085,-0.336634,-0.327436,2.933339,1,-0.334357,1.305248,1.000000,14.617877,2,2.215 e-4,1,2481,4514,1320,0,0,27.636087,1644544,-0.011725,7,0,1320,0
23.9000,117,28.380475,-0.643113,-0.646101,-0.640027,2.035279,0,-0.637445,2.753122,2.128834,14.314941,3,5.289 e-4,1,2512,7079,1311,0,0,28.258142,1644544,-0.011373,54,0,1312,0
22.4000,118,27.271504,-0.158423,-0.161766,-0.155079,2.201365,0,-0.153734,2.579945,2.201365,14.778524,3,8.537 e-4,1,2429,12592,1295,0,0,27.204190,2816,-0.000006,5,0,1294,0
23.0000,118,27.688567,-0.366954,-0.367446,-0.366428,1.127674,1,-0.365546,1.251312,1.000000,14.577476,3,1.519 e-4,1,2546,6584,1304,0,0,27.621253,2816,-0.004045,3,0,1304,0
23.9000,118,28.311224,-0.678283,-0.689463,-0.667103,13.990391,1,-0.686546,1.410771,1.000000,14.263386,2,2.428 e-4,1,2586,4117,1346,0,0,28.243910,2816,-0.000042,28,0,1346,0
22.4000,119,27.269144,-0.157226,-0.176566,-0.137885,99.792627,1,-0.175062,1.196044,1.000000,14.766024,2,2.490 e-4,1,2474,65110,1308,0,0,27.222545,256,-0.000010,463,0,1308,0
23.0000,119,27.688527,-0.366917,-0.369936,-0.363778,2.080939,1,-0.367824,1.285710,1.000000,14.584808,2,3.892 e-4,1,2569,4475,1328,0,0,27.641929,256,-0.014419,6,0,1328,0
23.9000,119,28.311777,-0.678542,-0.680914,-0.676145,1.764010,0,-0.672742,2.644622,1.958425,14.278997,3,3.258 e-4,1,2541,14429,1299,0,0,28.265179,256,-0.003076,61,0,1300,0
22.4000,120,27.321696,-0.134388,-0.150625,-0.118150,49.251497,0,-0.117247,54.891658,49.251497,14.793514,3,7.755 e-5,1,2466,12893,1307,0,0,27.249728,5632,-0.000026,124,0,1306,0
23.0000,120,27.737584,-0.342332,-0.346324,-0.338340,2.606496,0,-0.338103,2.681719,2.606496,14.587579,3,6.396 e-4,1,2623,1277,1367,0,0,27.665616,5632,-0.000001,84,0,1366,0
23.9000,120,28.361417,-0.654248,-0.656549,-0.651947,1.737134,1,-0.653703,1.407002,1.000000,14.296666,2,2.750 e-5,1,2602,36368,1366,0,0,28.289448,5632,-0.000031,3,0,1366,0
