n,digits_correct,V_n_bit_length,time_s,V_n,U_n
78,506.49718340493473,3322,20.45,6693302654165063931413314753240111758525931567330636048553514733938529756784576772340782262576896461503190559804201149746670807830617517021008318924809596055736468612342367299049111087702590555893638124524415511563604364786336336052270679298614342228914756022672017744522868307181576494319399545578962769971724384113320327754838023261945580382828129625388411558177169413001814203063359856487098599957666406896562051704370224370132504570590336253676583382093867310687467914030845768659310065391688974450433182342012924551914128230379637346744597885627294131058151421078529838885228118919073051311621473004377521104212984256461199430644177703001627739607628952671895640384954368528733857573721323579932084979720174850447694113610700210971201331093251923486940190635060964787107502910449889301756376479043671442629444170628418256360456466845134404191725110575418552055609118623973350141328442205033780055062427936531340388678990598033455068292122048221853485168957517733874896046683980356806246400000000,6130834942630259861818468236221305860014539097107837572112647674569179484407209752269383919536617084583741964562377667857566180063616277442829651636190490899111694677905774607556226822639775553617209569753305498126822463942314501533537020285632381394329353254038204769609286202015337862768394774473565495258248145143399649226914570431777087963886793431322598406708227638173065650834137791206387772649469243503731123919695644299196524233074380572512558560929158921599907817678478074454856121878041423235954830287392384010604731877729478336342783479299302614154322667913411072713940963417513898651005439242829815485206830137753456319141704120758761788062990955276352322988811666568578504116259824506751823523552298288454104941265542447048124096299010876604246854783092150490543651386868686236847159941801430795450690355807754908852381408005746697248427187774365879368993570997054990161082330054166404406697175114233722017405911662505336763971249833136409093983475382098948129351089281358043966792007680
79,512.9949299505062,3347,20.14,227610266673863775380850165454501478351601418233261804677407167229546553713092389160190249976975842009891531517158661262427620528406522912731963158323419821924511607427660965971064508243550315508006548623358700990127334527887153391393342108604779142087883937238086410916503657141116310394402942468273277221882619776660988534735916238509589083727817220106743854943747219426320188058383098719899280057338733236448364556101149893185021508528423001280476579725839750660070743475472936199528956094055003790926623494418463443572153030250595771118364061398307820984913045660651872143945005827410926909940032437097840648548336735153495218118604042937142816902787453425285794586895893534996519089615055927173649955630155936778049853500963449774593140651871035447721988120369269742063291344854257623513470639010921899773752937310123801240359862192783832427199450842842868429541791208621694658710241131880738165699703441527252010339081664318106716378799820024371090865930815895831085260156953906730063877898240000000000,208483173154760904568060783137796492965515102549453960354951169809195559110596306164624525086473235322852614203336284600622652113485555084636481814172102496141233595897674422523940948752696839827868194884704016342867099485948123106119392963795229966110270149493592630665849034313029122024274520746099307626809539147909385471276904570861317955498400120673418836388217993446902379032015694661745741554757708794874683323583202482869652865828598214184781242211250979266602869377349513820547581641192670871351869130303326671646325244648946379509467537418910473163385620026079670846491615544738717018700850126512410766215098133156611337002911673295484162159799897008054285940997716847235584059527356845437490250508646500372548626201531235513877127314537493974835598991058790040656995488578891380934146117066682769080298065763754840793715259719095292195168351649308733982733405521958032747693647394928304168988520339940659405496617961495955870657927341313678066618260309122471029783051166744538756111435118411776000
80,519.4926766508601,3390,20.07,1776167086605014906013351297819231509539090813464040958083186926594967084193253519898728656800531246732344750612760087896264219116995035707564998136990067309665442046207967024929135042929107450126371091838295019513119719943473441153437293440423394891697141143866329207666051513527907981092294071376947472598219500051898787679097533727224767984040238521935825120421001178984425867184651828301362584169909157647438760268168061024162787362388401746707192548784993302694292398295587344992559524364897972311130257444315727981940810077617060129425486200573987195860365677330548234183839707197750801006476285940425297711282416351670821960548713562618789959777927714269022841957925260215945522091501522108444459049754110931493514285157661913992359798545280016815436548273582540907342902502490804355885362940673521935367686669615049088604598495581600713712180254915349648746850728689382126691621168678609029292704620317933270089899449831659539465327846819056081206862639629471860659621834364326743746524753557765736478801920000000,1626907940840182503425918895177513101628222934524369875752376777070306255781094675913212881175116814043359831146077096202673284453182784560639775179748151257296318838005649796010596650888142563367143147882122231611903585668826919561481997384349259195919164500378729864690606192124738530005414535559694279247249134747831289570730214639268208188038857427818941514814199653309707109438040524000025144565778154377290261803415271206769247287116624436749999496754290212742518075104591840396378423377358884303871964749926248957758333830231454847993580522713996170836211527187252090172380347783200575842943034464388562418207909870501909586360222262497881867815533629866799148761287510490583151702916686588525966542317714979799778636078160044535807210676664907533835172867570035520557443640655116594669989122190620416295666195925482828295651600482398686380398581767787810810765357470171236150887929210583085759972738751676966528084217738412643979645703749128866456611849458396315425487540272779406351095559893637266251542742171648
81,525.9904235002657,3415,20.05,60418869238099104321904534398188440238657283245160190716381472964451053515578926114813237623854667605588898706440376953596160380629343040493656170478507433349126228354246653417900776610361598777393649929371040643887649825755780881815036908794738986611171606746627651739850645465411943365617227250064395221606929577784976065688277894123376848728970589622162523676248355945519215901264245427087743612430712203322946415142026673387975756251924662648540427617368063843271278520183107893875078574081492286265368648103041566096238611049022864256732741554448940021494162740623546129891727353529124050388927623018337094509321639138792784271784433456876299290592075354776454163958406065620114305909957211126963621079716645955174618908394256269404061671527451188725582275957919948228711005314245953416098667061144497527709523427009831980419432873937749048998249206484721583906268099083067205224797701495208757679108138552850823951785039343516763758035371639077689491901446792425752544877804422605244162812410520031304965856941834240000000,55341605461191146018170060430280579141989009414692277664022868353120461579239970421889679138311720731570242880872459265693377410309499788784371606903407826465471256382191593662425097049624807739110993077041754047350251047961508663185525294478871453467304621504315718962884596838339397920080031408882871472285143817549648031912203261206375103490223263988092913891421133628296319406844645722481641575741630576518059760171489932477881073829103627609175886911990817218832446457331488135885822258426996718052254681317116649392101229595426259448388640070353254010200316297030430197687434704373260248230336520492498956836950753795979682025502337135482056809030508572907149419940861190194067679651280553687938637135026105540763129438625907912093909740964154309348168461464861242429519220308810131599267637494335407991373243464625860125371460687195343782203147770198768369921472421939965549837108802215707026793314918384706115790874241662518909002996160586261212713889691254440338642105662985384046141759239383336604562431167671677485056
82,532.4881704932718,3475,20.18,117529920324595955566952904802605110024901940203523407702186078426649136123697465495838042762354876607450996337387288552786995391928465351941769020125606213288847321648129595175659191760665316023642715709741120392719917645304823376680367916792202154105381676761862366027516764803250698529641503995268481408797523255524884352155088925600374802338514651853639265760107164360882761809616657821008763204674747833215415968415540110647399926431934719658637590377514700250520098361746897513661335222320921142843869285346759519698310576806980214409398428350387616203880930684575823356844983104327625294229671828215479505711495092603531085170626772904350965493602294992929053955327231318136804050766779533047337225956583132777823562149089529411539454059922666805353762088129999285027037583360719641322708715260455415265291848153093273085558273608840337726337383355091199503010573313551788165754145882624089118541751983487131251023131082245144216428885199021321248807238626626084931453752804793433718691899940822986339620507350224508636556487557120000000000,107653363303719743970252546495548792747249623777135930564391153498103211997253854540614121650840842263980188529786104864815605550434951181860242957466415925153821693554536275335502569851150165338358800173066447705266946978876599740306931470450765554410077225997256054477892326893943920102903472324598478794658544024067752926863789930170024385913772396430474823140234511848004626567299403279238214771246350208523846687678873756579419350318015065935825253712162247268080904904714143116702386301358847970388391074285226186668441928606860617971530571335305882527212329552762580548205657364318462813659484367487026474196489347420151161800971312283313076382292752903768232037188192062633387442817589095956866912814311454680652144685158074645786656891414520491119683199971620941556865910838769138232406352232058733196319813599594849613988167321818042139424536896949881073791866453396910495490884128991694477383942372421374506947622743236919725386474408198331514807745523341104752498005281871575317869513448607517908988587268261589949341292722418352128000
83,538.9859176246899,3500,20.0,3999152331272323764294171468360647265592454854795189724357436144406172689663331935323721457979815448059009272626383261647699152144447930593400571033153972752732266993502678929444884783498035774661602417462752027575225842144812299205237449395527723425721410786170397012253748441780820161897483271144164954491197589675348338758500230078887584231641486675702168035937606197214317071120160429754177863316521205093274994612149481264401318529432444061358854179061667719696769121765676169858489155342983668263331152177324879680649139616170186941077177194849842998611637511043007130723991658283077940469787638042179939290595611288546901949949085549619180551859433194462558105778782488091954295324968162445297965008721323167594167048442213688757831182394259503215990137512562266229157102928693701277577631106130491855323626127056904104350775517747892909665630793199976916673961579774048490074494979762982407096423564355246130047349508879477172404703731387472469640888513943513751007394936155422240734393071116418658181117471165680628685814437053778939084800000000,3663085941319064649723429448061624775436727773567259785803174743001120196269903715804186766945823701446231425678330622835052102426046299172393381834804592877763273699795604139376463623987865468739388696538028049236247495039788079572615628307775745699580177975316826358755154256639386258775306956387455536288854431398117404414996707580060684045369516706153738174531525449915126494304510912500177020344937442016414787675917862575732746846083758180184055707886105662615742783719779346123686501004628418824423819744055800242798200879233526680847312566160065558572740698944877469124135358989527708946284151745854655955295830518020806105361130394319851779943010378058619014406908519994707444836189894712563794593625665673130697139751464221764107315332735607379349849584203035284569853489148640202577010733839400424526988704451557069002463698087878326491854484237565987959378974407608263697851381518437650707979683206060777736276790848333297548556672318033012909977000376590479110658473376084471544379900184638127586304855886233918090556019757576477513739141120
84,545.4836648895782,3561,20.36,8574079994124089615947593672043322993907836217460159475584136499626871293179570418001551641452842275451502182488584783048658240560603921709503047077993469121787116835828810705152406097001165655807967377057132571222850198605136066186584170271568460651547879870837595360001086205487618251918200886062328837531608522252946443557404707459388783361756185321145810805874687185309469221839341434772949760712875757975850822719909223950321756558802417124519272605079879236836184210267559291676062181101374755462712180150338108015593473486640029196594115716832894288497078506793508400343405964515263786450189148505954593643267116403233997583000783926811433056416230080360354228989256177192904234761761966743268641009613045962172809957373922265254972399031759297454629028620265266006731827949130994213436600248967709457755332872299807715129612515933284171943966210083325783847367150021114736475924565079333155954219112169460155187777723735305028366094265888707644538796388435478167202103970989620217730264296731513680014529755436093869136143344547016723367695094514021040128000000000,7853562276340878266338721365184374978137862563443240874704227427461377061087972648671479967597390538799446826736595593527874316873735502601360423742987146195667952620170865208835974336711867838469533141137573647398307054626322157827830589176601288614742423555364755012860440312658692560743597421834780094017481160452322246691830165490762301402116620713274735172179817338543331642915754222401193896163630341039684473806190524163821316791372584238306806418529801315471302891135298040728936346387162991457671438214746461119787623568902149265954039492280223620423498159660153611429769229661546427112898211698336031377679227910535097303398243602207340234368527549625497993181458696633192731977969801070048032655851365035315544342314013758064802677514860110307622517168286517725990583587768619388621155472248592474767662696930125797691525582230946465747586252173014971166005645730667268190565121214602765062535786090978097547507956039427368131446118328921491483304636031332571551802239300711143283671457875248812058421572576340833549539470432996310554619168447991083847961804800
85,551.9814122832277,3604,20.29,75607894521093307309503389867392212359097302617360134902668832890609710155039145580947340258201389367256123828312356221481177150379859348780185040653141228722656735680766905433435320348659820769346263237930272201577334753833967088369666293094946951765368259122096409196374002615979875867025092380643066683450560316734835075612679826353848521142980260204810671626524335816030537382836820890230383253589667961855011929331537769182633459906420609907508119658075619866938594350476367520384415771683233800060797384463447098276779310673577941815265156506260302751552092116209587323631022027441864229425633029016178943801189310781773262705548249870723407353385826962394469473784428545601710035429371727249850448432306031561809065531101148342307893374673499573358453641237898218194873165578680719938184913140216658978362337192677194751641604228632654089815999226266496558760568757918962202791903228355909191032109940109717204890565099709771970780996597115700760508222367492930565846071647368210399569532296000970610468136847032179920994886653353083257999524110701462329896566773514240000000000,69254230029501733356554323786870621117470965067316553117975418361986558846173193229239412598322518254784669357328579810988095053988891695973035818397774810548440758227627899965274067742106413509755334039047932870051410283082229224314681775229179142396240948720810422107129891045658488871329854871677099926408225998138751815684311484923494051202627127781776169066179510924655453015334776767364785490343955759582531820327559534125986466797066873625725865042139614229809535954018841264622221958545369722781849231993714904463955884712823854428255036361073060113944217926969614767467241339891485688104501556430409602914250866214237165839458486347366438552668277413316866215578489123167582073022143833384312176551221133887087459092670534536988898141164994607915470984294862245249660364317461004427313070052393001881107485310640206013303235859662530142924233492157834912732133059103844984766288162967407638658895722420155524350512730259237822895156922875194072005075207056915478017934593587288534910285309073884751677379205179490182770484242528646448223528737085957532489509660324408590336000
86,558.4791598011481,3631,20.65,10295116635604188409659511375164900640787174051375830679448306481902859962030824364615844725460533470231914439872004757230721455630821629705588835840927084735595888798268690161441975742062384770532900179302504911937115686826258113655734484403690597996880297924850569181136999403661375290557282642202519036693078934294832000611217130094341719768213504711803339845256712060870637014629061463226634091038978447825050639504184552975071381408544772719062433545153142170115501232569838159419159207468586755723809140657209797388696515210397317496587953372088168053767280134713609902625072764506092680549379242283930887951121939199880384780487023060518936967516345006586256776714615134201807532988841641873910146712208131081217354096502964747887292434430630333495374297442645118933642875497265805968393542158981874500773510062344754184162056262595916655389098435779730970540762286254595525993279963980792634252025305593538864027278334669699656362033409836831232856178256450648830482366554242682011098085901218743263379563224780898194465805904341139521553496307302121762982961503527373776879616000000000,9429972626254962415575727429279799524567068150512511940967636800934224068910794434227450444384451075781508011951493329117080867214725975205162570742425979288405666152386403110745153506027078021769904791583671041146765846542451319065337781088020146310751002772231072627166394837785614968205386963411896666412947490911332718689158583108910280909256280048456397307221315255049961121411541565648198475335005717677623707173410462821661359138890733129962580830928454347132515583095156602294652410662640316134233232290069854318351911285312286947770606649069653578826015441292231036182071012999016228683254537290748310597944166225378428850680507824007442045232091822140426040776291397066296624066714408620726594748281486715834639661438863600240235968498658247604880134784652922233791815048038163075116522589112605927513186922041967319824627491756764515662396313994316718845051811530483693201271338950604760945731643541938214337750018176651933880551783774068564937334577039767764694794091034344515943915593335186495307427552230503727308515071172495425742399318294518653859401864863821646361144170905600
87,564.9769074390555,3674,20.69,95141402986912347625542816574659314680081892639897270331356967587183951019196689215338911450277285515609250906164889429650223568710969565936765566235383924186117170614285267734006538601608426499342320504035034325030004529304306530863290256735184950468851256697903489433322570728720301935205179610435424396442029360766666603019849662277673674949550811531972857907777274830067939991869535195126079667548132762951267275921496661844239378837528868857248991199708668441050196131631155165169260566471332315117025643640778265395709225923609435324628882853719126916375490824169721898776153056582887493357378726735602600656044396546846821076877150661341041369937077254435141771814976016945569854817007067457625285957461991496835946619652309320831803860334414894455586532905769982209056894803754558688899999322410587206850058308601827945259632030464598797697386707957676962950175543973331183037439593182121955427915351311011234493729208348707677094054930600235044214822716244373512215951124269667329154744310446754205150422520432321310836585281915402314879456037007115095793534431563554033847825714616729600000000000,87146251717761408447018534712460993924362390890611684827856474290747056709802019478887392119277361308805933940347198399985270414100807334767019244946976093821673608341509350227716250102018778672917005569553325739384711515715524630139021518571361901930767241106109221501843307995545839707048061082515847493010047677817167060071369370006049664245261414020538033805904773158422192588675264758263174928584608304974591717389146612661621621072696156890043217167242892687086301364030355604143947728238055689933043998196216784789413792677415535885355112102857822007404855490705569348054106090917668798730135674102087941570990250260753507617401571696793311209276103365356578912097022065280261645149175442970753658629445923165194139798072879073952630385711051871027922019204373139280356760231496327990353879144061324305610260357583199195917957470568022639948351656365190339452698857699313139819475621154775670054350256665730061509252417269657704568951578243074838893790443510184165000179328335998481221257746151148656820023093666778495228903340603817942719981232590500610372856742853377306461936693227522317352960000
88,571.474655192861,3718,21.12,886121184342092770659571704654734239434316427358194305400171244720498681969833904192934852656449431506564189464347748191644775800388868493977288655618686808214597936031322870663061777094359147723430918950765249328861189785561934611517831113115451290977754972934542387253282544804376532648518021321181386525390940801914624123503209436351650673159002904715583838705265647667367951956420578016982873893434785256884293098988068749153889205040242063322854515563506347842346852141991580232842930738772075671886138962991353339745327722533738497695105209568265460162668245589094698611130729326973724627224230056937720480999494812648202468681892804220573639033069228191684407556059942309385135985064913528173942009558511687024775865406620734856793861979352685674474825669818099448161251759219787035748295408165566569912204762866972316579977743299824374022886440834293299743757553613143338270081299189457571066181021301462931651965019917163725828367026394073346936113993756345919194849715144232121126161582319461388403631588829985187807772746724768429565851478080399352301466330697176384129191537455198315154423635640320000000000,811656517128926027388424803415701766249321764082572900671369087485340545916878980637332124285170659140280898544786197024526663817127604578181198262354110104739177537342951082872652697313533019456939325769035779243243025934435431051854623612892113824233587580089073548171424873456851640406363531220803972486089144069058519630888535073091231132011622919056906882706697005729294484143069142274019549185669667481116799860766648231489571683645983156628582169828307135749490316232553323754185704221443587564119372506291427755381790345079496531925948874372303617223389193822018452385308847509381470296529294202106567508841947061478446491360791061377661278628871640728707409399900193013036995238965423738728448803433259648342158541620912249822915023172534824478470503206568588005310608162904501325905359621961131030585840326012078079694835248321685825977278726493372776570782654542951446115487251174680162483146296135186103795334190678546768070864974281277905761336409918706313239326194093666845670701623237415832167811084195005174792743793139270438085921214078965124414420891426713697290996222489067651274914219720050779095040
89,577.9724030586589,3752,20.64,15963386990596988601254031767915636355960655879412496755880444314352499155474356599131602138420904469293827773695865843848188952766309265586511011665508821272100006501201028156985086242921712070436516534564460638128438768939292971539031006457619463332255398505956315484608572083608291247138986801764835808322252031767841945782285849591827590452960747300633036297035919312749791510644604382000277114435048350128670094188742684000017677630405548062440848350073232247419190761585767086549799879827244401218368315009673749414925129439645716479804730471126043004395191619210987788148198218509901381295562063410480577408690852125956736322792217454821028781638259754144113764164273067739410730059628852743515607487142282687857189516233942489668127704173564271342786944937306637045764318850799276260233885490460075914856907865792649050956905004960640422460909834737157758438953103671094597890030738628161164609448662418224285040565985528804414622997348231356229287190083553574836269116727629248259586257680173866675220521152495141559869028728558168407897606252560379229401032781440032349557689925460077843662597513736978741329920000000000,14621913249923058798167947974986672190982027858360252165857348075929852543387805174131042709653342402090698195368291745745911678844458474256207305041325392879387295622772199631710083963637228234525375734707552963948276049546105227184866456900226402416653482833790150813488157893774718344432086814934832366769970536069880932636739508201606667669545393800730794929668582176785049923499774858599902090667258115659168247669139436947501846576967192732550723565104813468533128266625616711717107069585565671301430405229544124469334130651981211370831198001943852760753741248163195228787180433515762459551940784315977881344286241428715399668871166925370782318863451972245922407948178316398111457604202933337939153748953576989873163909741510691030588839947035915786097134602580560385630720371412458976369387310450051452000171569861796060115301812149886651844207340148851156770736807870517083419392054129473230418430351145239866899693047808635988152892805199516580579278261013585326547807157308745589682161895776088272156192009602888974460851034185695148935449862951334358662114986605628623040417501976568962185560507662478601808480357580800
90,584.4701510327174,3777,21.09,543695953818416141634770846712691757589594022879329080440456105214701175921091741076356151072913832463545327136597140340735763646681825615255797683808465771616221068948067366844420653416509728653122474276979876697754673641784974914795855070192234335879793154256352249433214272270069433989871514753838303413833548153232515003754381550219324690581057721851093394541050248751688788715069075728923480192066061852409143973204243705811467410852308902330031391361650736787931839387648418800961774683893657968000994987590598059663806507141882253314935094619947100017526547945716944166526223988973825606884621577088583598567652039607540035124690142538559352641928531650197961096675479428596033269630203543300086571253289625516723804825421451251870537250954499726107690932207935839456145736631799505349003851250118902248589167959003308171750928962941404696993134496776236069059489443066339596827851455309097281968984166762224653896064182703891463431079237466120647002402389161360701642323004203192056707327764898241138037317263642486206812135851893486953679539696162197049285239087758111815720492328677830413950401705817827762452189675520000000000,498006787391035370736553917276688939964662829755202723223211715196502033668715777765601659786886266979473949694704862708036883335776790619497878652146505387906517717666662055901438269456753668765271201921305078520944367014978590286592230613666329191983843232691608570783241138351968118073195999162937960169173657546344706493396217260450561550462255009937798743977001211541000020583696546115273882991821446974187393147114433724152138567422811653718120962066946316652185581155792464516643962662436514961109062947352888946914808055061112596865651565095259175698373160855844294413300501642774472123886044209490205297543978519556242168293828823961671168890553122835192547843521824300034544037339136500176551216528591073739531840241508273672726546003154947308321198881723853502061527170470349391211537597914697923482057345996409985475546631512933621646652191982444229967370830129874576924565002128361646720684857677873898349404057375990551242912365022891112368134800482187368722936169300923865357389998311988892182975911585387687516335027539511715611035537808437763614252544743037957342968883396884848825191782724449369616488422440969395240960
91,590.9678991114686,3820,20.94,5420449307183429824461445233161323314852384904691828539649337190732134779719012523387798159017286817326394816255459044615485457021323497291350495791682178961728677033606456103392847822507299202818143111957633463505304645783834917355427381422296758869109547144510271834179476647822831983150694520382041322195935528405044737325946080816746028746129926247271810661535957002390583193645000359583819169787066091013063499605311609869088781364124425904287549607349868821388159411209957151702288805015316198539860503544433990039423617301428855318281890668602326752577122423226958824467202312689645448197291358218387160016309304508387795530428810840895154736074241042204535592099875910507962307139509518974259786320140091394338413560033838892353094135590387298582218198847474414371744166638246345694019795987402379404347883985696476483167392432083653133116949194632993468791130292296210239153179930139993842933628932365517827933058894918244697154044563113021064725763966411596649685721838570089704702448811190080397770994838367095668187656755854598473175203703817995281515647332353754288743738586426358076814333208254609682132854320377609300741193728000000000,4964945070361765453492598855588781755874683145856032490209819426730310047545876894431460809219387710684940846319059629172968639362905506379132887083157983477948272199792541054738111208849847845558450187989691490824752307516405084918634910257634494866608076566564469997187460299027193374465365274805935819616190865155352484144764735095938400826086883308795741649242964395092929095978311337887621390424406158542998672428604705641619473877705226371633662789922689795798693936612267454654017468514752008204849137675310644963362926213928482224207702401892286619316559578158714295216502415856407032780061482816260120216449310324115233374302895417169064986577783037368187868656235496708437036130208199651381369535230378643221168866802042249091016333242796348947946309443226395471633113835634045951257506672399548811418590188427102254029025481746737683426659946171200812268125817945776560989866912272327626263065034554430623752486542376514221818683318797593344829886967179842644039590478618222953485162431601513101329828707350632591948252128995287997511377729341228710191081622481475875166735032620733735638468945386164822890823333724425780132062778485637120
92,597.4656472914996,3863,21.64,55251875128871247450840250601150400332434313642313995625731914386887421573264422802786265996805067040679774337789384812838814450285295878295422321798449559801348926822902313699756298382678080119875396314243845108191285343897402430294054662714849231436454443673005058616039403510757664094128791987324587152086721740326727272073125037275353736629629410075763198992525037777683090248375332417849949336364732627628526008407256898562295147591049205727581471225052732686776649347061472887048445640837014324143234353819770351472771971898335195719280903638392756955340075748222160756286477895841392194860850538560488886322512017532885639021331116370685734887835485071501569046849556128124208778625822181315641483272210807095515195903747631943887419112061364986390568498203264719311941198476004322503076443727577006323589527063102665759747598364366190698284553390808476037727890023607426465609759243763423177641993646110365456852479880180996427350605074127215064953841673166241902015654140706977118843737674102630748636595556133457223294433596573119073902607218950379507503433824750978124510460186588875125277692814375266756776912526483763383805659288809963520000000000000,50608816631822061611088383064692297082741403228543763393759431845822538689971699960636044170805005007316763618566667427085031891930275308669382022805883940219083534315585774058251939823836080801967961836185727940258544672333063570369922630396295765169206946108178557969239634097702104718879830520353728476828895847768762892300674365047797127128025037054292350097606416296457189734675078171577756690370327195797766628715262412042625404601152786776272927245570109374911686524486166495293631585582903803315093131407155443976679555676408704207085906200858495341084424619853262824176175579027655079645157143990764888161281405768306130406912663078301717810167699358713513777425263599967183924635556366488469592786127243638196426699754382949628848255053727192962248312973016467155634529104718593525514243062593247740096898346831734271736957701019083940689125592998620936731777242616280756543880175108973547150187383927374281055978751451926663460215802620168115059818281058465550159991994430565291358454307352141696125510243249614694403649035263224824040191961910450494028965388556796167423235339982166895563602102382682217875620068547444085092884303677059425506426880000
93,603.9633955695443,3906,22.66,584044295163603384659358393592554966960022622010052743666084793798249017838897706573938353469142545606137579017080673925756471860259806713824538520599587117456170699280589971774809511990677456964514110309424328505175944038583029682106875372663584131703384893830580065179054062014252476913852097132422051167319088308871150628410231648113033227510378961026824779557660119957077578385923292396505527068786185414809609088322680000675015384887455211630450996735094991535014007929639952015549097473279949849422089480108595063476984871839603264814140615641837596992015343946601632932067756971548620164481678451015091725179030728076056837616339073206268121533683133945170090019113613817305387593160097153120827288264451323023593659543333440312975874150224556962983870041862391695070079217741858246631594903382188070075790069444330076851431538441462921424549456174512671817554054175407927654613815991402700141139009459628373535201313612270888585282117483057237744990119512394002143049369515360504486594724442926681412614054955605630718545028854427994783655767089941466735898572042899478796849873903208083469375062077606189051045567410655646982781122581202057506862108407496704000000000,534964479845345056147073625718027579837168230928724094131997415877539059424833101215377169809067291702762981765947590519982336477067651404678293765048811681851190061687155634352677945086000635235164559587111210248645427621537465634204789942266644621650962096476504356275962901215495813784442192642970347800216450289805561309066299103228850311564259262948833353826600038147882970749192842882254455395007226711123793394090682711795724572624039980299515729348470534017023923012303027034643025317446699511838461880530106878368868803057840727758419876690241791601434936433114412782297906763597372543669235242343052966522158147284071977318281734821216053174351539977741473303145121909267152041099306966389303443730413708658702718145990847206162980405054504194330886249607781993443721643696269794797553929719634574549440060123812794490781756067304720407349255496704132960771106785590974847453769427489243256731485929507288449657613607689091742918698149341595706368781179275005903523411172016303519173575213099543362816018095713363132492484365420917456000271045827880221359211134968870001606678826610136442134295587271296060009285623645320608668289408073702217995067446636057513164800
94,610.4611439424756,3950,22.49,6308137418543394338608051204222775366334879661608460842762943167197315122837510548644853376450300350669901148855247664709182170238921290992266745271810996220838833504741803248250904866157349788579357728413912758523391401099536034314084443305667382967028462192105255916618204664267496224459938032963459266927235101966036542474158553669438569219513601516969289911369981362527653880588464326532249828688799196444083569325579322705441136355890947714058697500969679246923717101272319927512843537847814268228310809112624065470044505664513397266237347935065761499092418962488964507463207888562662418874917901914097094886011966205290870423105407037252757921152915557355481718476596998508749796509150730330923655602198484368931923560041106560244790782687152642760471854396624836204409012067206239506622437569258393267630615184090507213242486114746338235200792860497314886732022725936488379463120831986437401622319498826023265508230890187447660682044858362208322303127591462005645747463152807836775760080996521988493642781927158772978535309396366952280916627862822386495327280268794855080924088451280299043520696435939510000166209910021243205689526962249840028653808897169246581841996021760000000000,5778036838727648710282710309631990242240846069824617248755129653937425277975786550719965704268900245574001482574148895132189567285411899367400509983318704867011605800159236043572025445060076265249056347798850615455081059484851933934486530544340464678713879302214619064165854191594126452353419074156940814424097155083338659297428688891473833056071165668133554834601532997473301856493643634660342303781291624329260150298192417971279728979392116824557230885524249795419816340207537330470593512207157157669170805961705523075779123540514446606469445903942601424138878914857398450218781071253694216431497071955272781385035294912870242773272478903656481612228742951160745541255082594668131626453980130573326077667748883260930290471613919783111899188559688195524247228852342895276046231904962943599648230453716651605153593966289793647225950580294675705143599860562109356980349219719458375794178209620986736063473995973548216532861022327386207974385237219170490940867117803396001503215711231956255896472355091094193051625791817458532415092706628753936307844523584072441603584023109940283331976229095709488865321141480457872719350898659585195613089459784164084359580232782487567060896599230119936000
95,616.958892407298,3993,22.81,69600663762960778141884882144877880380721354203513029984867629474928476129948285167748907931911057853050741213590121556555724452696673362016877711734242138827028975063996098734874680295016712828267276519343406334200160490685047494758331577563519928420809764405738064398929638400223074753257183169778630620307246991412013529761868645754193319546022816234995619435741539272192146668337823575861196622981534133010277456653234732804653277698904655849304478444458420474598078965476293937845139936479578861356716241691994676459535535950264759708031392060483075706240328785629542534930637084214919658265215980767648156907946683348340503174816160955126392433290864981488651849763293974593340633194858611363093439411462419354749173696262282971936195740024598568120375122560536943425152968550183268531846101110343777306963826507743607701000727350990754149730257754307494537704364990922836547176101102522158709644203074617451724897597752561522559706039745765105386794679043709505878180320747379094511165027476051578441718603195018597186880389975593033712583153300065277106668054477436245321457774100026846896129066540955285603686925958844068942047528040251908416058292774569337070435236012750920977743872000000000,63751813338769205428652345822476105340134778150864590002578818556076185590360533646662066478097645697468729856026054877703922388510795680937691855073835164533677603527736664325275561446492900614491057631205691163485896214645975275418571953217612568179449092152790171214206555064640810767508432373392347780546957379945540613901110941451796434350103179231599623455812257492386220508593123423219816093894648934173644189499815215443337460405786973323014585965752568161582183668376756973777311619746740407840783915050523724288333375582024790162572595754002570642921251752770127243249281448373303613851412731119115958397476193914608886032384479556045916077735294673489421466900160173955903661284964757193771119323354752217488574438900378982141765469648156004115470028924562845679428332996046839758852630098759447163254674201842591333177868895092076968060386659186235452961598424244509833523856713986836205157014487397484430856020213341412573408948363911212265832847456381183262559369340503776488221951550920838105374713691870197499036457614398924779687047784014350400753578212205010311892861020839284592829185692464865564599661172964331945653102515484370213914794525807746262078219657111342689778358498099200
