n,digits_correct,X_n_bit_length,X_n,Y_n
81,507.56507080805454,3210,1814847903831654392265759034631840494797177328826034224167345418271733196672318053226502309024540171389213776345049129934970722659896630451615943926277526950605379545804197474225641685207660050123798492708873382160007991086889293768231352509829263332039212045864373148902529270155651344298268896011015638885341287706675447357749194142181837008434592168745651869052970921455758965242403139757895469120257570905765262765116454080538231365369276223659893067087996355687804212520771299394627879887545862031211666874696943656550733043570627101475331094009102729341168298835382699058274437436916893827762981955568690051289193607185785949762155663658564766869180925674997418623134486100093343463304324322067141173088540137808070856178454996024528437969799928398043819855921960739135102841810009762375768976948733645613371354756137407022730315909961514724711389815214712093288591546190148022573633335912495140806508009665575034553510614427569526956314675893927187316736000000,1662338238574441749405372571852059527730607006342666491679975191337820661911302114617001155301556332406579811031266619583504565473327247429040678458211921551581679262438549392000684678960873533941503282034809562244596103802498435037284482745420225572650183175941264049744964687605407180330034950590376450448578604573533893383773224908831042633077874717003128455766125168567823156475219548312340335865890019007653196727322027802949434689596707540211446054653472350547275441411220698808536683930671057366302494092910675014581725847531246918910519968429502554469695188859204395263304573604662347247530009304661999253983640488169999753692714181516291069880135508881618696730562058775453994337714748020587130029402836277219940809715766880409117321123709305220562552893735497121588213947982166097693400494584752698668157351979313735739456282508759927031471996408854672849764844013146726843356117133926459466297358415940792233334767970911387958623333073424496565056654278656
82,513.8346951459582,3268,572675733365802925728657431696327178502955046947510894560963112335686019134837959174821619068312752409132102285568513301678348259777989171090294932619540783559401247156879108413028150999475237061886685260275589758871551984443786939528713992083378966246373541009544110949415138471660047902269191264636616369200699456046174208144116607504987746401130768536087472296891710207823777939601112590236854252182309986523563997816980260314840418294200757611756095154272996745566099783027399465233590601270672404606684870046992527884364641989950160755324882772193345181466934510346567687273966972987768050077309983826208106123403854486100676311958520218803133416999221669613094234198054527540932289543212546038124361009947972689246303674548647294495459071588839023695419347681523638678957713641206169262592285796548112112852771312054681887648732091048766712394565488288060930799579075254991297447505677775049584596536779193500773213332844927431728156570079873866008370241784119833609109504000000,524551268383282325564747924386245220585929864289776421174339358799760553387876539196593226231787640664326810240420497172962631466973440827000932741965260522006582772989566827358979372955003214824156908351742961318964965624556707681015869218453340409933080903454606805197048197084882211771057325864243085411252271580308991495864711469225537960703117997973569496452349135548485772173704332950105165366990832903538742247782021979569303278407949791545285805723544546482471163543612119127080529860705691424735587037138073246927512346414701536435973247132462136469530048345856530990886566061528682984156467735655896198314421766384974228112642765890919379539271555201749711419767681075198279480756773454084859381629128533593829282455545994201988523538314644382808651918721082882785392322544895586517758233361730423917775566973660671079340598008491587081214676023061049174973856804430431563503876122458405147394423417039134059995093186053599990871804710811884918214376656848546472067160080384
83,520.1043196011542,3291,3160974320501738247402280319379293668884379395087599668067320399570150795965799596678881427442974861881577695317650619074280316446369574988527224478918906733721369467824973073473694209975080838786493455714794602312951514421720279118508577084050490538253896582794160811247927588967906100534599803188905886458105961407220597221270683779374879683728645835082444532050262894112585051559302017274461312095885781145633417655851495966598150068313811669246269489351753300777901631030625192100723583301776688444621105673320439907075679721933101165127976289223680818943967294803161750601553747009194514321276864590521631088065007820282395223773545909348132051493978465926774265367939140635395989828709492384469624052185676929862970530486553409759943472116762191535953556130305611099375748621978352746526388037136323665875659893489219421086253140519153401373235884385626679646879892511553603319211435715964999471682883680756587415279305563247421510469311128368218156216377333840810619162295533568000000,2895343721657305807506561316197622246091703863983340871348874979103795882758607141229185951867048454462948336620878239776722461315306015848693620469714653070462783571583267941111692361262651700995842679504948125780353820507138413471730945865820685054594498169588041536483997507570659491806939592047178777501934034729032909796680651665218328917471566112715224207930209775197793894181726384229080029076177195425980826811894970380974402203451118119375452574217059178842872807713773896874307445319424561246336892976784104219102666332683934863077632467722682969278189585165361351067565558522634766860519051647897461070843284786125122546203778219893685985955089386301112698215799042829964157265387319365004680799951862797363946589764274741915966102445285624455552905646648305434912079571102683012984852934252140976138713588679318292128118677216322395571475351419284948615041892470143912067307332640922490472256527580619238646414413035760740735979539467872103617903683173265049665945051406981398528
84,526.3739441694551,3349,1099343005865143023275623487782646967903892840671460267788844611579059265513741810547971028501548073324766084717202400409546138040231072510889744447658854389678117506986118073056381103221836223982203043394189741967327198374083810987338383912879056535413665552795171284189208131432396981487117615525784323244247178480372961767786638054848512271613962249982503243174723492381672361037853826984551802302046364563611060056765952268810097487415756772183305370236513576422251550361956180368882141619110290586336782270458837979855541535891106816809076823253982934929338163158258694953614351700587106343948068268047340956176391258270836471629072508117440344880889930118218218971960413962820062142486469053500060553038027353452809198889638453337538955770304952610622568409958709481402852946180790680165636253775627150165450727154480342131125618358407754907333539032004879029108140168397502029567377873813711281348135079136675866506275895302399639165143422135405103243354980496350892637297492838682689879815487488000000,1006960369571835697916200155362781411006878061327499140584546726471547856782680917345556825510942669571764849271316021503560392327387752049446947313348270516242252186672386810599570529953210368346721047854316654227931549968372783856948623758187928386327602538463964474731007610259733914858364586569117180088221301188930585160929929962461985432103540941547487900986590131706628040776610236203199137968137242124821026905100183079282195899821873653640906992632199184723725337581469951030364429050068494006189700638327327867153388377120072613897559640155048509817532500571854102653719982534264912885638769713306545799195904715104219244894717276134978676724011391192757325784950589542547940097001240317711468356035854807778619650650127266480863184835472085691524448741652175067021578942708216662879440020924105700187655857877389224980821512751856108229779999895037226017481938131616224269783635808457949722525213613005945442922350095981084130333299814163038194097540690077792279117834521126402311925456429513703424
85,532.6435688468705,3390,1572553690161717731894651555443738337134188806507756290355506963111783902417410790027250131181868139655521683242228661721498854428912776413660583480142690165345852657224694799574542757163563944694802013265758675050332339754969491453223429618718785321248814163329950762416095821101400947797114034836266729539689988424427545073210516714654440669116555871838095171660650494441738487427909009900433658367161918788159183049288527201611462504757641989394556424649829347247742474214669322393003607643545628404236807044637570090086834970551487990008884813453867469745692450899410759635319406706240822893622052457462276123116135116806175782076993651995640616548215093128228395798078787439716677197445612357401274649812257733218610874164600620634260423063763668663511543364699329831326816027481140837297948842910175290986734038238050314876563234993051777977552205322015192799594999163086696558781768582375842643025164299856992534057718831798568324178392515772932621868438314303326811907326224092149584021401971239174855983104000000,1440405075184556154446159023462173042461244955405322461070070364866873322277028710685194126905512738972205784642387245906905329738406730757331984068143267361297465770310074184710590762170741654951051419899170950079712908203031103095863138617667487197576972299972622073334984243411409240844315565828111072787733720357369599031895717909578831564573313828135323732087867743620626874706155731873069936768959837125182839896756053115028158536861058757864028943501587679397492303227911187739268471988762114752406987172613343251698664689421185550579434045468974272271713969621572563669110542159781061097215548217123934735173752986949769556260923792621839112780210047364780970025470288995257264749066827578267462287230564891080407403615865515763007066648583612607845571601765887164482726083407866409923495686271009815067395893689204327840889037988030761301595779603481099614834326312975900124964674081934806927379974816114717538400978008439735136903830314631212100950372184180287888506514053619232051754821148146697335298685140992
86,538.9131936295958,3415,69469190987298382557336743673452167598835087154105170204435603637845970614467853241170816403060946879574705018833152982641297866343774166727523714346732740885221576386790887248598516056838402428670112026325202853887923916099523321992040894722145214297893165942999673951272481601723344600369386458474208778209163084186608476233036228871943695982536953977020682646061525251841427638145523632552803119057228075367203131729506190990490470090142189247981826000823507867534080980080293064269524867105027413505986122958200269616481429417064553803701519643294286360680978331263366059213691854191705818267189034017903886067476137822156304778139937227532281683769170834287490378020251769335107097387993462865101189601923605528655851386329297868276339430028515450930086233948049933458946929296597052445557269793016748434039617674438612922906704627279793648514060482229546946321444657530267149596845840449742161647416696623935062866744311082749129864208433857305350520618876399226559405492753578100893739444993377151571256776006303744000000,63631388799691471037779348352199346381409856250352901738883868871681682979342348845832549777021826113071078424169828983359515034087379096608103283182610460772148534050982082343737897577461375465315048576558915992289898323335265183603724090805776415007680181570296910149848625051010852580143645691545117725398083986571235846381555383333843468315962871408503835571150989685667334632897500922884040001863262721930534824878667322592273778582289529513865612030959687484869813231492968200608397503283549807262673597164790076369619870357620608308928735440172754709286562947664887871903671222038477412618108885285213967565367767146123058607758224986679003707024507616655473438278688954854698846428698348403997465221476794161071426269384119373389529336721724049886411477535779019581290562920771626524903444802222107302498453239520742491002136047490173864522992127596317944959376848915432686361940639532519183825123273337202897210454680274298874176284508982660074498660098515162592764416249764534320754851369208953844674058470861110771712
87,545.1828185140007,3455,104141335829567317132894286707303159334970292859188043621847223995461744094654016008403769762446726843422355629943387676208860191167383958137587328670703668360960564226081467966958564761285169846874920617352717741345147865382592372378078545318847175888790259989721571870289149868504773869395567544086162284994059436167107066465418781596958723698539463410091289513953206406164553779401500816910652299218243311793879864441898428550221061762762594931145938293729622133449363773642859188220851756722005267785425968985055821796563998909633206010116680441745363728470835856638432675482400074442000866497339333385663308930250412389982902098104391998134458287679799555557811589818225415976421681929078410955963558872754691345585849541485677256565189601292462346281910915502272504188432200072067763304529005413537899201131817293322650024074781434574914172445676040349251406028607399866669792294015896647113834728386303975249569246624818844796563202640577692851690053247813736554183752258673492825046592808861678119521901440546244145605825789952000000,95389880551538935362804503067593599485020186158952279864982954036730793412748474168189248722793314375356363983551877534705967666961349061978532730939876832864331033524195906259627096434466678845118347174168405652705459494735696114250207984726466818780605628745358078576273280879377057337430179537123116366037838910128004149657224290918827372312974789124931392878941930657621834881026193197749747074716568964906304753230814305949492350278161926661236509525779515800513703446313847227321405486962877607572240862683782620215336485545742405493931051678136943797803722834429746313223349635829223633400147984426651032592381741919893564752776999698928194718854425224511260801255231893595048737805415011491773787312804913487312373215522119290845484530552242898318418600763946499977631281664793740839155473487438094511903531822500686615242219004216137001510350160066882087107407060204077366405919491946593473605731410446515147650649985447031865868339210375421562489152875106534052774503365759290662920234372383410921778388920553629871431431483293696
88,551.4524434966204,3496,157340063518582056786265241309709707031448152199655871011329278187688708575487207338016043757526651838382951370901054389879630010715179215458155918243053064146475337779214624973602475864680231577796180103417851268791562469083526715907526475651533797161262260633176862286145630098634190280759032802877196168144392305357435801184481304135744624812836681331714360489492512094480914893256261577225762146646273278013016358604377118237667911716092380544043677944903485290644740179078002165764084472154121792039228455521862524891435423423447792829291955591258361037868105375519293257401625886021413713817900665324164266403301452399375615687775840492158969773503002945750294343799790005375059127524482595605489008052666688593552639579695566059363963697306247008906826242391389494290625185413650553485546892491847659353185407010846058279844687316044112305744974646813304926891361273393145548637202910430583500760557816459283475185626855088034505055883302152948273699014094450760905139316390249509689506983403132849513325392363411414432672206401602221768704000000,144118084768679394767365039605936741173069387938360349734814273007996022441934268014585119438448909805879402478714593236891688331761381208857117821626947574290107679882634497354274399690056928843369219956007047952450299788667425564570202588283575408695630138365057943605942925537046072501658849806759358593637585789875519285927030326670676190427566707942601342927580245274640117063719408643291470819434472890042686567860163252808566862546282495510602149850364389255366635082606883482468308783550542423351269042836604792013874515980665143909016338929338041582772973669906200116065788307164570390274908616818766190966199440810132166264271316169372516090390015137308044105964513696634717773981657213079750269104587559917443923356471178611662820770020442015812623744757635626365159242033217411806821765104823476267259395251805763646317592684419124422242229091272830946060360494951052806643884740212783860368532740827767148779604584473215940912613874533974639246754126372311226880116537284977232109025991038701318781202595698622412872494145595162840837128192
89,557.7220685741454,3527,459794572097294764645082845308419211334554843405188013931807181076585856575401400671097305465633272857627870585976666552908248321377627844836483763156491228835577046169128238720360418114192742681613253406024169248915975329029792611965553251325312447870598413026739653197011496211952114641562099299473508429347284654366802985093132969303981430300157161304930495930318544985242808794606892762616337270990668004704174483854297782881736519956119918091735070172121250565698624826045536066444715807835355633532026132318720635282731853035273402338489517542287707630294185213017720058999290011090817285097918250870261525632772138838102025599643649727215404872498522554580949400657087655066649988452135228411418650178703344409417814638163896243262483479813567634135201978984159275610665104439368424176675007611522441671416646537285625738710367672130552146853617636556081341401868365403147549522873614079136320598447199398503307191870737897836695498596641568159659069983838748621775230677364929954122554534690818666473973553026659530811685701496278375122377033908224000000,421156008430558766085758969720538519837163662708449731587872629504277499135739588086772245505773294940394906840243046581938307748984665586548733604014199150241052002675658607765554955957086834814715449514488753668642793951682696516177033570374780257874595897008624283355704252256383533854563731573836597657242694589968169279243686145006879427728240087334214373806684792128387413863778888954452583835704319667499509606144762972019538654666131407707244097454806570618325730314521372172779894846778398807414869425056089136408459748580615243497027011551021845307598352049407428769848900631335870597206346419758697000295168986216736632441972974810390363462857656763583073260320080948607366623832161898472157273948278041495693679054478008488456491430227457952576580149901419090858773144933213743523785592996433509024988734308765775086579002589284130792835840014123020290065519455317310706417469417760770821977864874861254060956453967193576114065175091701025350351308045435497113088894735841008335071994560038157032093155105125480237009645702887132124902953969256497152
90,563.9916937434134,3550,2540314472647367370521998395660787181587999585845553563357042520414513134770077075499868946540240993319077186829714357781792059407335507005654635303337113459525222762116382523734063971029845905790396366427570156305560631929071926918292570217674322650885831464586140884738088380347934421998593805282299802247871548459836582592387278101155674102290462672711649903190104193306831137814228904394123894233723362890596747027624800072805740157334831248822494814123587118016344880101595886683171744030885263346758960261096466861441585320191386108211759713035413222224597666652362041828368947833428241219034150148660747996572581773835610587521011255535342448288041248103914274674179446601567043273340661650386558579882766700353725320298076956017552005405324134284251960160891755761408669768845202128229751332270878841331134365986816400120298907269009166439940390627990592623998096474491223958617283435040934091051637371441586160229454311089127419677159979674717423501924673265957924672554203032687659362923008229734803050651957176226404561712610217491982210051047660978176000000,2326840655335434634847921337535680536746881838157698297879867564919835732119508701709323515971452187614966736119021222257981847876088032397358053910813510132996870863003981654487939080044225327820487190601469004043176059804435299126469381218978453023898524764225064883009810748879226098403710144538160421925320474786619396121893966660832583597233882992144638679032975132648988908824025290601446588612202239692962392227425124882585392768541556646491918617390193593470844942658598501674175397831703546673668292109386477778011714350154202654375300471955385610063953523149994009916095885384176093591524767801315724176406157615285487139430888022878195664319341448278314035460276981554549297899676996596124017053902927813942097768143334856273955316836311323661369470079183676354898213455692776872759848321636629326788126062779532320125112827541652361773879902486631241012509199166495910052131514480909888963503883866140809151383295710699321102524401725256263054588586962382772359379492843514465435389542820350766063085466078177542713363831455285817773061327717558710119170048
91,570.2613190014011,3590,4108272476583505576169693350601132636960649540710613347301762390063546397760866594892645520082391811624949156973353126041471451641093163703869081941150514799985793477909569951814065714157400911114812706197287155757143839571930259280036686933940304392229451111788422078178501171841446922125088248812685226278971092833003741140090506627795823144561683886074414390675656671064592771188379020116895586077012956539269952539414380667176750883983499793267221369342410268527839868648911739226161288193928477002958200607540961587235461309972334102502460897696561844495383826484595578103111847838133697456102681545202291664881126849894745106871193011252270462227015705588081553261251272149081077834359663766437780832800533089465390107332548709270976476575530706745657999694160660285311449991167227692135533707454311022822908116073022354588956479017779864286844336962540985452560279424212976534490705335520072309138947667386709801898895355799138477820606607611963260248003939536975380723047240589869401530295240106807152515765588574005562810103962945534793216227858918177417873120559104000000,3763036240055725777554650955658447340126714266677352017306682505549675195761007715729750175524155495462956982240847511075550038319845195694590006567669794995131964309859437361796048261615777542176855332649984629401355117016178178860737167784044686133594116911298822837170288676809842913501936639136618090556467494403479842959659631466077150656662819058194206833375876700447993831392857298354460824048773719469478228143016325625778005947418163468461918033025035418987738839286650981380670311812360073626120776567052067628541386399119049816369082546179799556459795227282816243161586401607940652503053374525479419537247733083769866725951784619530068650945273247983362923951820602267582949773080806993373506793958533638885842577915499668253044753681607453947709457742716991814769566500515986851392850072522351210297960192243309811392274460227671073708979350035351087867354778761817584672040242536191890690739108452092797783793729345272446987052212128180635091719611435179188939891527844621453887154723068733563684153385020561197756798075093937411306530801680419902541058416313360187392
92,576.5309443452167,3631,6793030021054213274664141518253938095862179391195172588953795807373817211521658329209582089435691180909314969803635915416758022175093457544488424298257325507853066904743485327429584274302350775238904641518618240059546423103200503207660484665859659563170075999638884715159139216551626120933709579440304984411133013480404312589051431945681272062545416952978726432084634640821881189781032584274655256641573441721138371326482536662862980696385667840904317010956614624833001336387179469498267352930023326293046378640562519241988764313720755519625875775527522380200848264381841571601061933965724816815975161131503160425039165355524841967531467329658010874626801604756505762235638735841563214084021407258838885075274689347506819249017724681415329722528554641682977990065523057404923253596588286515448040055237484256497512646871487203532867003241169581484966177069554755478251952491986456645518650033795004601702510530832808841127457157538619925588207503276009654759621035747816437435126741063145396354895753421068260552151433846883248315050323992063007145135685464703268488582403552995446882304000000,6222181779498609057898005790594201151446040660223920231428750380703055251921276799848734379621462441451756132250815773427946174558501943074543043071182607380493274021906224660881086281591148220110103699142561689432002083630269302240920272540836670765836618528224843775326002528256134547713858319377191639256180034326885655204304387808914295303659454391277650628118772842800248805006976006498632791120755808681509263847496015570546223043847749349139641265449547474042704868059036109923513441829874972982498185408306773256452103282028415391176545715608695401569641945590199557537402495149784411260877147167937213102741421759702942115551529915295814979968942734465860957905577372428655706466540182832230695614302588509946692243634151415717130187128018746921054114192552395371394445713376040386346601236330469849842816319864910649072576123020803126943051771390233107745066621676389770547751031354445681134179023398883598909299319120827659961443945520722668764004745524086142004252236334436154392314491792211466084187292546812092395746901929934828666762437760513718732603053463477678774877675323392
93,582.8005697720921,3671,11648093458947980863774181569190765946877736462660018500627931672163403451911618969803138851599500275006938889204229768204828712088260045006859522614634124800414029987979237457562519808637429694264389309865611147814616998724100745328265766675348938291155784075206843389421435076157071884709404776629062044345749346691292546736150457870534819214216521325419609534146904115574517489942482976436609972879747121320337094659594767468382740129856280796826039192413364427047453101576045297049975451173486069582424470721772086548536907323453908723711108688543763623803962363961804126121035599117516867869871308877937593539783644119891548248006357606203933320783720101125621490057622677713449329038597639028634292582674195813294409494821129681992827426515537629926936150979565029360313192767661343728803042183753634247952940848715721355344071450653464536149108836509048578227183734866901206441741745377102757415285863838447473532602488278033774769272115352798257706689927916859083457880309882683364707480535164360748955042748968128574860565999478908123539743756967720851679448812534186091911112027930967932928000000,10669252846157065557046282252924053430272204765535046356712519140502696972079784154191049484605843986536276666291820036296254013040670874917607476140859668709883867420669000038357364337111200476030994235884840944316897328527199903762343650543436246182838402918495397912563452277936501784373859803870523863514369599169952915598843451651488134834784126515576149833448545092438732163844637729830361833956418115673694036534253539729706837344079457649074479064466196594353422401198262677500946532827673588085362794867096867948586316196055993479812745129157060610581563284878005989239026318816738329334602664446471572194142665783964012325329564044411818730208084469440027505721389949391821505742105481184117868937863170810046506756338838998609694103444649968875131958453521552893613097391124270100469635556754637970286563078764941195859564457677200684017194130371687359038890617414928845502083834348707257660344784578658820013568319614179986156556973429036380625644904014030272706959087012513358210724223936196842467112161653737920597889621413857814960231503044217033052525442326355280455654278985371599864070144
94,589.0701952793777,3712,20408107957448177446719029998803901909632904031428322271145584416525578156177560095139742221777171819701760426997690159559610181146690592033686688905437976899430353037063821506122502508051886049020063728354889562252685033760188695240284609349335045755755694747494293993891205071705587685991005233693181138069958004442502421280803555852913578908114993175114548199185280004367225917314754450407391548623401691278301340751538723087130685540059033326833050633605249751426877820191337119267107042877202824879387196084943751671697722815770327906008020365060526662809748957654956639771936651481262642562109443647199052202925303062485179143134752617778399908927731338320684571758804997005618008568911499690748191701827361935747808260536322760681079312496291410732498839451364316071645229862982087763347871825695647434502675201545903299641159972427689347139424964700140948634194462871298477667688931964364173431095083809782740972879614543257853099934239780542727935527255864135880206013634993977585902029553298888919291201977820720467241584380737745355515274720861919103745925322308422212410895561977878620256649204465664000000,18693124731276851370548382012207225332292683551592624720761881922223266542444801713129455879270723052747813997411268264881425098524039979567245564711414337211778761179225137408534110185101840817929161457248556404910241962922310427395813274968295114399777422087528803367782553614794285657632138085630199273755900910101824203851545181068485678851250248542542888231819695216766303519520638832389434320106968519496759413445514625054899512774501352035862134470032812593332410581730168520630882505963675627746852975602382052094464456151824149355780348634884562056889044089089985182013006172468652585669545586241084760153039097544234791732931482643788286912874629706084786146791810763745588904672869079763938510215450115077719853803399409516585743913379416292459247550743025408044613096711791478426972044623254659374703043247600312353534933396620134320504211202001433423853820188643943930265255949934170041742332494080604967030548695178399193676205592927383969670372997182850264192116194742372331532664041399840655371466104507738323891846543120117266063843646910935466522375416073056234807574147046882940602869277559904796672
95,595.339820864535,3753,36526453354834628112288974350707211658377229529395879611324968737219340637928782697059159327226227739875740976335245269897237408405106795073610381040808382591668047816671793002392975622353839591400672189913166024613787791456725949056397627214604195750191968453889787931983049789031083581818650066842812469258740658283632976801684579500805936936680738049484712677892276982764185307860769427554458575161967094520022759333464865563531822380149655868729044057305755586314524716974399254501284685685711657180821355058718548273529011697428550239556971649462621986007462898416235745070236124869775849733513347840576151380441006914511373604468980005407341312346840009666353898348939839128923159352611377755790640963607872815706755334676701224051708411191844069939098675050180760209297976659265541934286544430930057082001298194232304029230164662219297082855426903651603792894729845360712555235558557323658884926540142880706960885250350014829374782350532581160215105924508786006646489551145361504892256477901084760721628432385708302860630699679178326315820290754430098111660361848464502110434209939635119817711631491772031391936544768000000,33456974550347574997623580113935201191336915247497495299747622382465732863416596809314953445928005400709748691410011024248145187790343144870056525300932531035512622379219642352548447516748757776795794119237803246963776404838130758781371867125575574138817980079107213130335008169540312756999228156724989075306977041324227310303691601128261277414648164807330457656156911993388259370343617494208508115351055670869942345228985976459299189617940940247376115144488949060062594085269436898939866223098449144184034898749631946498867399089877587068897388024863818059141779050399192480172071716096375074532239049213917715684889929685523472314944604459239182747811016221410112984093904790146553074661988502496837997977447150652814661675635857813005647747761079481856618973718172207919357989376024424370179810623137510322591508177477506334515477645226067664820025488891518341758411317966262924603565084804795069417551213610638470728630177837616111929534072025820779532340769697840302066477424554605629821034869627629608710440147671658131246257805532199404939410867917272826289217558335732154112856067516655624834468830947608524336888717246464
96,601.6094465251315,3794,65842762696435947158881357401631644002804231355801459497742277228994807858352603329581142034675425003781324309138593713057533098262596215420994973469501856978245420950905249502495619107669716407589127804783156040223466926679726424670802038135540248771589076457411797027313405166555361788676355880321770218617030245394393044817290506660753999797527947094378107541881409967658373927388328667257305734853406483717429293464241818286424088026923008209812737231742367822697650675128857268945483468353739732352929677277021619649925049639553218485203373490028776906911374772044528353331026664614965030871394272103531149214400310933954242999336879049886660515919685357050958975149661034061550639609806393887518593482110303899680025760314237491475819602193498072421012063654935260097847938928365135184537104183307931085675124804399618541217196479630198556256602085518121090468173836631296443676554190092091846273781054448133436674250186412083083236606166646381715406612829925926538718435842615169754738429496335177324003813811763389954796017985292974546153207626742607015613920468692434368176122234901976681478305207088654419200331648347045625856000000,60309705255510583575873743750085091767228237511919864445138826888807284690958299725547463259956566737125887955464994574299755694720028022281884750396887861919059948003990312800964939991860000977918695302189328632647773367786565666127963150897534973576933862133017643320199983852278350775351143735832795380981477234724653376876159371504446421276987408926101435833159839473241557382428403714019186703536637576427854820630841113259718499609528301886098266326281315097233707759010641560190287706316701745429286103990254474427190973471398284918999993386476291782022618321121523334218945953767702693428188343388256250437617854478812955597270442816120030360091148515507664647318818004947550800030449166505099031189135002223205462114090859864239518219152031055477130661110011681643209769610375221085242241928272010579769727680443824429382442740485661754151140797378323890272464319316623723283988451420599260476433971781252541848308578319806950156686833578135469189421550457018537397716747100088058498180125994862679030219912112156354946014119649758272964469124525662906847257286354501311500604172325943579726670605820306559017350168640241476187455488
97,607.8790722588348,3834,121209062636181254701683348249649152811897740644193982046426244673155822470139701334439776732028880376819638550074775403907724554246536833891199813446327575315037473961374949811330413297468276137094995423683581553948417948564736064033836239223754652720541143858588196310377855448285299520596210090170923050664035409293258486132979011834900996663972085024472139082797180266131534720621374672004463986537310763870544090768293315185193574218841845446876395959541758355329379739225997416998263859285169639966125048687051108167759595030228418863056685700459501818187103856714701013258929754030954875875292537232349636913512128341892801516808247111352467515602618925381761960466545789430531505837412457110004333473761540075724888584173379594561564223074801617777326411216827112126258805002360818088864208317344697401897781264804089683830535957065005826373008848466869234166610521777787662603408908974033785901267743671348594679104901413864768926266170786787073649181060815858849631503355769341169722701796576916541660070717622288664966010067469760748906420028536202121120120446275588477973692644742183231392045907832958629546466112924994787347341353418752000000,111023331077213519550568467060690192497096446723822741907309002241010107566165751581821203998905823348560736718495858142721371962110757792341915863010295577566129615652786496748091927739485300980536185866067309113249468647343453867236920609984304228637646220481217595453947634544741430689339109338820205000103183960353242892195775581421365785625006914278443103076958299889003976567433237609880414413726746398422370122283937924714656161913902075351303076415816792657786027848241306713346422151000548440715164609126529374739680953805968042479226011869336090246440601556281546153549998480256315069651408397357444097092791281459354599070697514311740687970397056931930714511876781331589267385908144098241901976342069828427307283703301640816345727876035878443140258302864862609024655726137925269407392819889710534540239249811707947340999477072199579044232505600859911660930413466946907477497042107040302584196476762543257053280795234957359983839279920053902453620769899460112666973290291484524852076861914455881723387180148190943537835920967808131082724811901788244395601783678020403860079952944940696402192298971322457677529171966371493223868008973186310864896
98,614.1486980634077,3875,230957913894350361689807379347388029349733658221989769485538469368925821445150410622048907216194384439187986091362511513426200495889386312511874951047585624638668218049911357861448983401823393701844674769167543910995056737218823663767538869177759727126178849365993870933502965734591479369536202937685678526012868481987359619687749480181528005332933414014953017600694222616605783753493037896227701999546479575340430934761929652733866953406670113557020423192315089448751942651823986634755774408338839117488259041401877515616896038816246828598187817527446094063434083900095865909232873721986595560243967852387874424395041306769954277218693974594124969913528053345695062676883592401456049420845652102483168485196419777385346301075554334806855066218409611475327841736411529492304962758279530818966373471045849637419635441220733146231852846921312786040112340928897378440828754333474880558999537372241970286922263962100537405713734543171690918671931047038940516160350556872250186174419074495135543060801484377855961566155032670424582065684787907403111743439066610117691958632581196213216367168256656918462227678390072646060358989209193658999258149088584219322029703168000000,211549502830169616308741959033157451627564554813787938250667089654374346759823416568112415658820426676361728677300633582608528124816877955312058173074787245836880716653917823037470545203795205113010738521310803543926587986061767170349209160965166307994135938117238550339689698748735273413491932014364259739791764931136656600623917829763793336116453588648101118135947106668754662287450401077022816821419582355726236622643288956804414811431897770250834215978026017673357593241920143943499273785444480451066572644443609245126665575258326525193608131717293875636814750925326964437656401559417669070204430640988019187670207103081096427255507919751559126365809047137178728842303557016923159902097942016205449560894713515333310089201722592344613432028572249318978714865278125155377595179673790080728228349364768138289840020259783683514650897953988351022174012253758084380401075424880460601660513177063788805647088165530062654940486376533754290456388038756104939960971839733189049092025083449394577755858531611356604338409141666847227128433836900319203500563180974052410014812049425316808922658054230883837720329176829460009990068298811185229496416259259589013013367581835264
