xi2: 2-adic precision (bits) = 4931
xi2 valuation = -1
xi2 mod 2^40  = 638147118555/2
xi2 mod 2^80  = 2221961521540699540440539/2
Zudilin tail v_2(xi2 - P_m/Q_m) vs 8m-1-4s_2(m):
  m=40  v_2=311  8m-1-4s_2(m)=311  match=1
  m=80  v_2=631  8m-1-4s_2(m)=631  match=1
  m=120  v_2=943  8m-1-4s_2(m)=943  match=1
  m=160  v_2=1271  8m-1-4s_2(m)=1271  match=1
  m=200  v_2=1587  8m-1-4s_2(m)=1587  match=1
  m=240  v_2=1903  8m-1-4s_2(m)=1903  match=1

k,n,v2ZudForm,v2NestForm,v2Nesttail,v2mixed,v2MOD,logq,archrate,v2qxip,d2,dinf,dad,incone
23.9,168,4049,4715,2345,4079,4033,14.27075,-0.67124,16,0.00463,0.04704,0.05166,0
22.4,169,4069,4740,2356,4102,3803,14.83309,-0.12067,266,0.07355,0.00814,0.08169,1
23.0,169,4069,4740,2356,4102,3905,14.61730,-0.32529,164,0.04602,0.02225,0.06827,0
23.9,169,4069,4740,2356,4102,4057,14.30106,-0.64025,12,0.00344,0.04477,0.04821,0
22.4,170,4093,4768,2370,4126,3826,14.81329,-0.13812,268,0.07377,0.00932,0.08309,1
23.0,170,4093,4768,2370,4126,3928,14.61476,-0.33892,165,0.04603,0.02319,0.06922,1
23.9,170,4093,4768,2370,4126,4081,14.30756,-0.64835,12,0.00342,0.04532,0.04873,0
22.4,171,4132,4803,2389,4162,3850,14.83888,-0.10495,282,0.07703,0.00707,0.08411,0
23.0,171,4132,4803,2389,4162,3953,14.63228,-0.31766,181,0.05014,0.02171,0.07185,1
23.9,171,4132,4803,2389,4162,4106,14.32376,-0.62820,26,0.00736,0.04386,0.05121,1
22.4,172,4156,4832,2404,4185,3872,14.86834,-0.07829,285,0.07725,0.00527,0.08251,0
23.0,172,4156,4832,2404,4185,3976,14.65121,-0.29294,181,0.04979,0.01999,0.06978,1
23.9,172,4156,4832,2404,4185,4130,14.35704,-0.59941,26,0.00730,0.04175,0.04905,0
22.4,173,4176,4857,2415,4208,3895,14.84083,-0.10668,281,0.07586,0.00719,0.08305,1
23.0,173,4176,4857,2415,4208,3999,14.63429,-0.31127,177,0.04846,0.02127,0.06973,0
23.9,173,4176,4857,2415,4208,4154,14.31736,-0.61681,22,0.00616,0.04308,0.04924,0
22.4,174,4202,4886,2430,4233,3917,14.88004,-0.07485,285,0.07630,0.00503,0.08133,1
23.0,174,4202,4886,2430,4233,4022,14.67014,-0.28310,183,0.04969,0.01930,0.06899,1
23.9,174,4202,4886,2430,4233,4178,14.36051,-0.59466,24,0.00666,0.04141,0.04807,1
22.4,175,4224,4912,2442,4257,3940,14.86947,-0.08170,285,0.07592,0.00549,0.08141,0
23.0,175,4224,4912,2442,4257,4045,14.62894,-0.30339,179,0.04846,0.02074,0.06920,1
23.9,175,4224,4912,2442,4257,4202,14.34742,-0.60084,22,0.00607,0.04188,0.04795,0
22.4,176,4252,4945,2461,4280,3962,14.88305,-0.05796,291,0.07700,0.00389,0.08090,1
23.0,176,4252,4945,2461,4280,4068,14.68363,-0.26673,186,0.04989,0.01816,0.06805,1
23.9,176,4252,4945,2461,4280,4226,14.37199,-0.57695,28,0.00767,0.04014,0.04782,1
22.4,177,4272,4971,2473,4303,3984,14.88759,-0.06631,288,0.07576,0.00445,0.08021,0
23.0,177,4272,4971,2473,4303,4091,14.67812,-0.27828,181,0.04829,0.01896,0.06725,1
23.9,177,4272,4971,2473,4303,4250,14.36889,-0.58569,22,0.00600,0.04076,0.04676,0
22.4,178,4296,4970,2458,4327,4007,14.92040,-0.03699,291,0.07595,0.00248,0.07843,0
23.0,178,4296,4970,2458,4327,4114,14.69462,-0.25930,183,0.04850,0.01765,0.06614,1
23.9,178,4296,4970,2458,4327,4274,14.38134,-0.57534,23,0.00623,0.04001,0.04623,1
22.4,179,4320,4971,2445,4352,4029,14.90650,-0.04650,295,0.07663,0.00312,0.07975,0
23.0,179,4320,4971,2445,4352,4137,14.69618,-0.25410,187,0.04927,0.01729,0.06656,0
23.9,179,4320,4971,2445,4352,4298,14.38466,-0.56851,22,0.00592,0.03952,0.04544,1
22.4,180,4344,4970,2430,4375,4052,14.85268,-0.08882,292,0.07571,0.00598,0.08169,1
23.0,180,4344,4970,2430,4375,4160,14.66286,-0.29281,184,0.04832,0.01997,0.06829,1
23.9,180,4344,4970,2430,4375,4322,14.34295,-0.61191,22,0.00591,0.04266,0.04857,1
22.4,181,4364,4973,2419,4398,4074,14.83263,-0.11994,291,0.07513,0.00809,0.08322,1
23.0,181,4364,4973,2419,4398,4183,14.62161,-0.33063,186,0.04872,0.02261,0.07133,1
23.9,181,4364,4973,2419,4398,4345,14.30800,-0.63570,23,0.00616,0.04443,0.05059,0
22.4,182,4394,4970,2402,4425,4096,14.84638,-0.10338,298,0.07645,0.00696,0.08341,1
23.0,182,4394,4970,2402,4425,4206,14.65216,-0.29990,188,0.04887,0.02047,0.06933,0
23.9,182,4394,4970,2402,4425,4369,14.33745,-0.61741,25,0.00664,0.04306,0.04970,1
22.4,183,4416,4972,2390,4449,4119,14.90246,-0.05283,297,0.07549,0.00354,0.07903,1
23.0,183,4416,4972,2390,4449,4229,14.70290,-0.25443,190,0.04895,0.01730,0.06625,0
23.9,183,4416,4972,2390,4449,4393,14.38785,-0.56533,24,0.00632,0.03929,0.04561,1
22.4,184,4442,4969,2373,4472,4141,14.91110,-0.04323,301,0.07604,0.00290,0.07894,1
23.0,184,4442,4969,2373,4472,4252,14.70273,-0.25164,190,0.04868,0.01712,0.06580,1
23.9,184,4442,4969,2373,4472,4417,14.39828,-0.55813,25,0.00654,0.03876,0.04530,0
22.4,185,4462,4972,2362,4495,4164,14.92822,-0.02087,298,0.07479,0.00140,0.07619,0
23.0,185,4462,4972,2362,4495,4275,14.71222,-0.23755,188,0.04788,0.01615,0.06402,1
23.9,185,4462,4972,2362,4495,4441,14.42524,-0.53230,21,0.00545,0.03690,0.04235,0
22.4,186,4486,4972,2348,4519,4186,14.89525,-0.05940,300,0.07506,0.00399,0.07904,1
23.0,186,4486,4972,2348,4519,4298,14.68301,-0.25981,188,0.04772,0.01769,0.06541,0
23.9,186,4486,4972,2348,4519,4465,14.38205,-0.57484,21,0.00544,0.03997,0.04541,0
22.4,187,4512,4972,2334,4545,4208,14.89588,-0.05922,305,0.07590,0.00398,0.07987,1
23.0,187,4512,4972,2334,4545,4321,14.67627,-0.27961,192,0.04849,0.01905,0.06754,1
23.9,187,4512,4972,2334,4545,4489,14.38261,-0.57454,23,0.00593,0.03995,0.04587,0
22.4,188,4536,4971,2319,4568,4231,14.91164,-0.04087,305,0.07541,0.00274,0.07815,0
23.0,188,4536,4971,2319,4568,4344,14.69398,-0.25226,193,0.04843,0.01717,0.06559,1
23.9,188,4536,4971,2319,4568,4513,14.39357,-0.56255,23,0.00589,0.03908,0.04497,1
22.4,189,4556,4974,2308,4591,4253,14.90473,-0.04784,303,0.07456,0.00321,0.07777,1
23.0,189,4556,4974,2308,4591,4367,14.70627,-0.25027,193,0.04813,0.01702,0.06515,0
23.9,189,4556,4974,2308,4591,4537,14.39356,-0.56339,21,0.00535,0.03914,0.04449,1
22.4,190,4582,4973,2293,4616,4276,14.85403,-0.07137,306,0.07515,0.00480,0.07996,0
23.0,190,4582,4973,2293,4616,4390,14.67279,-0.28305,192,0.04774,0.01929,0.06703,1
23.9,190,4582,4973,2293,4616,4561,14.35081,-0.60338,21,0.00534,0.04205,0.04738,1
22.4,191,4604,4975,2281,4640,4298,14.85476,-0.10282,306,0.07476,0.00692,0.08168,0
23.0,191,4604,4975,2281,4640,4413,14.63564,-0.32148,191,0.04736,0.02197,0.06933,1
23.9,191,4604,4975,2281,4640,4584,14.32833,-0.62646,20,0.00507,0.04372,0.04879,1
22.4,192,4636,4966,2258,4663,4320,14.86466,-0.08615,316,0.07675,0.00580,0.08254,1
23.0,192,4636,4966,2258,4663,4436,14.66750,-0.28974,202,0.04972,0.01975,0.06947,0
23.9,192,4636,4966,2258,4663,4608,14.33699,-0.60392,29,0.00730,0.04212,0.04943,1
22.4,193,4656,4969,2247,4686,4343,14.86392,-0.09272,314,0.07587,0.00624,0.08211,1
23.0,193,4656,4969,2247,4686,4459,14.65413,-0.30279,197,0.04828,0.02066,0.06894,1
23.9,193,4656,4969,2247,4686,4632,14.34189,-0.60837,24,0.00601,0.04242,0.04843,1
22.4,194,4680,4969,2233,4710,4365,14.87249,-0.08251,315,0.07567,0.00555,0.08122,1
23.0,194,4680,4969,2233,4710,4482,14.65818,-0.29785,198,0.04826,0.02032,0.06858,1
23.9,194,4680,4969,2233,4710,4656,14.34834,-0.60427,25,0.00623,0.04211,0.04834,1
22.4,195,4704,4970,2220,4735,4388,14.82676,-0.12892,316,0.07576,0.00870,0.08445,0
23.0,195,4704,4970,2220,4735,4505,14.59571,-0.34261,199,0.04846,0.02347,0.07194,1
23.9,195,4704,4970,2220,4735,4680,14.30943,-0.64785,25,0.00621,0.04527,0.05148,0
22.4,196,4728,4969,2205,4758,4410,14.85500,-0.10256,319,0.07594,0.00690,0.08285,0
23.0,196,4728,4969,2205,4758,4528,14.64410,-0.31011,200,0.04830,0.02118,0.06948,0
23.9,196,4728,4969,2205,4758,4704,14.33132,-0.62497,25,0.00617,0.04361,0.04978,1
22.4,197,4748,4972,2194,4781,4432,14.83837,-0.11670,322,0.07635,0.00786,0.08422,1
23.0,197,4748,4972,2194,4781,4551,14.63306,-0.32280,199,0.04785,0.02206,0.06991,0
23.9,197,4748,4972,2194,4781,4728,14.31705,-0.63973,20,0.00492,0.04468,0.04960,1
22.4,198,4776,4970,2178,4807,4455,14.86193,-0.09511,321,0.07561,0.00640,0.08201,1
23.0,198,4776,4970,2178,4807,4574,14.65025,-0.30302,202,0.04827,0.02068,0.06895,1
23.9,198,4776,4970,2178,4807,4752,14.34674,-0.61077,24,0.00586,0.04257,0.04843,0
22.4,199,4798,4972,2166,4831,4477,14.83827,-0.11785,321,0.07535,0.00794,0.08329,1
23.0,199,4798,4972,2166,4831,4597,14.63104,-0.32587,201,0.04785,0.02227,0.07012,0
23.9,199,4798,4972,2166,4831,4776,14.31727,-0.63795,22,0.00535,0.04456,0.04991,1
22.4,200,4824,4969,2149,4854,4500,14.81177,-0.14237,325,0.07605,0.00961,0.08566,1
23.0,200,4824,4969,2149,4854,4620,14.60697,-0.34987,204,0.04840,0.02395,0.07235,0
23.9,200,4824,4969,2149,4854,4800,14.28862,-0.66631,24,0.00582,0.04663,0.05245,1
