n,m,digits_correct,X2_bitlen,Y2_bitlen,X2,Y2
72,360,752.0804801090127,4765,4765,1608941620937722144594129240626597775079440619360483103198223780544217127241097528135754242922518945712721560348397036240910333641850494618050876127871674430703548312638373192745243008651114675832720799668581151015557542216796609668179593193608615163375425632653461317156886540825361456879159657262876773011627613595498797489847781171073751140069478465353959120016371206927888941548813011490005629678971021185531157059667640290761094930991838788471876837190809848678614379855996098622209821051988431920596180817740900175869065119924584862472659778595834540896019536537979664143805356368617525249811749202966592073903983336232441858370407864796083550225379841045618440886878975938297486323876059944185398773274023648385841201645829901251328110175143709591463961320246007163698208096535103274344752295502167587781257950566895819029720916935946845339933355619882611190559243760697987129453117419861374811323254926049467546932360499969546309612694057667594544733050813400504792003480700932501697818726678689203164297411301015382119337414072731450180146848069255656595767541668695590710342235592152388054951133777318340208489294898306043792398166371896799661312442577182859025959623401085746874082806623055941087883628917925904332226467232851852622400387704289083641858256937414480097465454029620584082735067419709115458272255913944425797364984749077298069657895790933037985805586585165383351206505704160959296823351460427523004825600000000,1473735167818678550523055841436176928832254001228752034195714216015040634672065114085196999810559170033063108470939316842475687627130077905236265359189835419939640614483996458713663293543287658964281248041238378310379853882099010943148837376232975309541088472401642273308083863366620410796055616434023700259086296316454854648058802852891452626521101955417485529755014465015420407815000740183279451133233886880529633540533720618173730716617532890871859898205142010169022940833218264139904978336411462666073965112751731914855208339477248756414934600405824421175891859099492533922178492442402861944021707837637448291931240002734056751274207471741943611806272586736338262258113887969107597109664395058525155158760294710840984587859829184881750587572425443158998457792506235535695456133535277446426013352668503340036292223895592792257291987671831135391995902017941080565702268786589343543944606277974601220017908874821601689991541476844289260757789653785027929847570036875926483948914013968942563456958434595857110966896848826993435154574610137194961691984832174378030621943760224360834283190538680790896093980953357718816053700312501510009175331646292264308747869975424499958886391780316781889703082223301733896533815127844873609754741299655485344457949314377010069867116479102215460801827637596765493637257431830469514724430169878172487346756648512303634880133307586935852377054977356999966856042175335473930634710338056855984138235150336
73,365,762.5298584283028,4824,4824,1327864103120235722518553863769388558737954559482452206270056581468224596475442245443163566534987031456906093643566463219300502769781568828885574664579293653813094135451470737946210387899697784430818260850520889175896796379229386133653498937172995460223978175377950795412933223805818422819287173467121049227652137484742989964095862641742723264256469169017344203479863126345344010774756961916789290084665642887238927639046554180064974481210827859724814512377091195426192058336711939535451703244597076664486735879282125787915784863108524714369868686411887406316814058769251881764857662744514238833206131743568667733429802050056513737822794140796003368380364121878940568198009501093937846288154990473419703902005149767413124579840289784821294884465202054976156302373119291104439139461628073829966756809388907068075222631522008097850417343897245968526102011506308118512904357056283083501605169641331242715983530793356157001529413179550643219355401550672325596505229867789608187881975606785527638741842231608826763784416473054526917105807030643391515423309097839007874218980170544817533628413018967584422351579504754881126960404624911145682059746716809017501754487056509269145457709658175771253254372815259011705396956158493868148209062135003360258160176102931660760902414787066893972933983093341115112122431815438721787674576749356077786303558661216800824394921387486880137456951265636020256915072848709271272782077504373363307957241569612417885798400000000,1216277832201126735478059014543977131157386008805541568797094629703010382968936147699534771247046574065391396235402764238975428534601928433100281977242600659156388462175608174707658363144523477258665253455990417945339128596415982008241199460475518203424499774715484753666230742199043526096372779742786791643776801761476263937112255816345653163605050881152643440766914778274332657680870568595193268616336189682744447691289954058304192213774699413887375250617874284897539597546767343615600987401165821948317459431434199690083252937660803048119343175672616861084479190465444416914724097433169653442542993946186188661158572088861457483009091018877292934402805757727482578896662270692643212710836010289562040789907300513810414464577942582016007812538424451651985429110307402846450349059061234073511162877620432594754493501490567933855562512298996021017391225400833187331659527012541787646159645790989196783696028978276328028836200038302007699263148894178772604695088020724265250707626981403775828371572021290474849390602463408169290162706887804608653782689527104159587325286113055974785369783125497171284636638855096594626209426221686025540217972585983989396609851117460359630046795186095098970781404772323172172543500833883781762254557901156679053075288582023386711603038728659802903534426751329763193941535402649152079868868856264974802494072934704772109320961353223148585549084800903743713008838623798902702433301931468273753338873822524728138071858479104
74,370,772.9792368473823,4900,4900,67613580430914831673805023624906057056682179434102318288211246987312174922860055726767796401326165774182145631193936933501434722698107624002174481178849144590072241965168833783661617093652245642053940589284356562797340060677426415724240735410684676628166699952545651965237831337705674607806811352985247716172729622356568449327657875992541813723694937830837318157452658010026996957709802895341052494752600010602674879304446431960584569812472585490396944284754742222954655267287717339287359356652870257896920311644376443684822463951026046013567335435262041049820845327953461379312492339353874837673422418119982916989058839049438574779835013855155663864081856082796731654572254957297539394841916043048669705918607605042529239868809119811801192206945866437769058647812387006946114070982689201527961014607191352212127230661799782304663361571257111485129872940115462670154423170469601442023333491648629986047963794258550766639315233458595262529771656314441213964542894343539064724491649719346094183010477608721702490959292089800580532965094333549322196786896432741147733292692357966241229596495422814576063764089801127195028567052004718439312244636715854990901066561081055063445071222180765055504079176760399400431880738917793904378359156667901670580668487757675773635205442949810550638205218801338164478275751140138988331542773483754467208883108551974170495250072682594169209066445556120967976399582799202840899839119530541315479226125012994353130688296356105981518046822400000000,61931713373852091885788773871585049445422573893980753429186543813973065328738636505689647690459305811956350954560300499703920254131180915421290238162161964506658395283264439332939403665571274753773526124258355020492732728248508402651971124903486965403615249121736561189907023919436093083384463642186902597321202851897268729766635664639007452210325480071919494676415014546198088999520240967763269134785314728016466549610556843599946528309336502787637390169438416977937948159252526123105475641654592096263166039081505061818898030661102927773972259926754232163727226893287557319707889548463837837139877462956101585819092578583207131377093324710078394239542524415035174296003039387315976053785696413238966758619965973304372762380430697876465064792726499130543596113658217121286546328564963901470421648146923233607681198359215785166270531038906470898949638331575387179695338506635637769199180348240538571693371810975018611113697630735507870617937736596574424469546923053952073589738323856410610457453038378018637969475724468568474071541902528984825138839378989019242701986294947520293101945431935864411010023994120092424580291949602440621512034834366499129483919487354982289387861964076729632530890470828494198505684413371045197778847122646740652847840083998416065769901460139258104883904500872897406527692513596839877752309582157544463880196904704421385008180193463282871586743487888323926803725488643113016562779086491738008804661798293372790950474342321628336466426863544172544
75,375,783.4286153622606,4956,4956,6478497830683979567098895877068192161521857855994107325531642324520254265335595982706363992337048324236265296901684617486857150189727255728650248372736715697090688493705132814020082828707534638856449580086410362802275922328346548583966735707918378832632993902083426047098388948914660630253682967139991182096516638913037463691961427909690093728517571006091475519474176960263752506916900418812856821180135934047840810237208472027442166876536262973905494652865650169148347523897636310900734565886900009952026499882189365508104686226218733313176168736820555065904004782485164766906617489623784958792786608103407482353120020711088902483324040632844792400423784211055885176846826012829908386069877917521972798552796441511234280658271042754498356212459709016127034271310390911328376647862500575884681863116954134726579928472695382612647260817392793581207886125847698455651492447792928953519962445964211443292730085293815883636008124246413730733654240180853042006261568081362438513015205009448645601273065160221533350439232779833662259667197475204775723414112554041316703554139428723137494651923876075662486545375822327391505748114437436718826602812790210101268017233021527281968640476269731076002485022442333742764587941117131050268837727065265639186973805298740092639277763701645478098998126174014377445942303390318728641494183437108539147253605611196214071310586424137421392071171124954959362969599358205496475945688910030304715174403307841929522194447805140967704903194328804954447701606400000000,5934081114858275775048803406981481093538435099989731235616910391636670893915415450278315780496853650889928564379362041256017163469906437382144068857068241558451803821943870197598683161907148101320214434109599388991177221953680306385558697859806802817566816152884155808815053462841554053472732030240776138956094984113859247240828654031866027760406696356217897942439096656794883632243096094873189252731299097628143480841660563331236065054900239194771248170373770347146175520488981839007353633213905415890674735782552274868250010691012970582147806940135925431376635596343300647106376511658929888081875743593976681578027794593375421223975244260998187288140050754264836532286650987128085932387267560308542265004081745188846138042002911509836009866982524332992616379257750936776635941379441587948622857726532621537882266687914911228576613278728177107433545477390576339937989647799699387583336024824345914780973850996585720460159940466620330431357155872899598517418376825309900136169666821311316611640819367283580775954628030650356366063456780649244208603424721463432276505306817462537258049797368840404944211355296372265229642968818602464995511790351882136273776052135286760701129961101403568687917706176432446897692946597916352249340945960871341166085969740868679612689661045434610727435887486364871206673661611190601645794596816218187912818125665579625767607059284662800788088836261371580003208607993955594105720593990042265574052237159759855806576089576150115442278200900887230320169180970614784
76,380,793.8779939691573,5032,5032,363484490745563918896038453681058024884138604114109336612409364109670313354738104171531543353886391828514270263345529502057782854834925723406190418312588324630505723225236039255881970285306146014931357885881260498865055325200957626980854284321298413957685198730815346525009405296066819648399075405831355880982534959987665064361574683055347467305235583657432783523508830796676503814063082092507468483287539410066188693657928103805572103080154937304140064913238052042796921793736311588435707317552695433044153418318151894064337282655951936103639120759467092614534610942467804438661893154388340089386612709235584403482340797540719317888854670156338900029996861704186299018581868463462313495298456615958205530633354945674335265198528469572917484898791938887469403884653554045085580518874498378183419031336597959833143109571449795123540853105589896925387332573481351050892739870673105876271058703105202559187477819566903716215604239961031991808938141559971977687536862829783163292158535103396594073549380488347847768481808807952129599073297387441877469267094504532442106861444555942370981724197901011113477899520957888967754310532561962574572383554580498716592688086146662375527717995589600941729888538781249903053105634214799655451305127029112135239083554099952836006839056999364383941154056083084138027696722679469013379505770665997775656404237820548471688859149874299407221910559043384571879250042955584235751276327649465536300629322922039612344841448033244268374571606129607245267048443943026673394238934220800000000,332939287539964321274130670617223056042278867313401087764900929603607773877248374008397612968692358889385280980058970052287631951939557024908076691001482751747025129055729813674975148631907627621746068421738175294073525577005713201745091332727583187899918627115918870681780486375904411854978507804769561486141674350933820210135715953841927065532454740812783367192382568067769620655629505014528268688654945893725688222097238015664763967332332517907430004431029334160186245992180092798034205348377456964993605806433705151939274314836276888641795228461295126908930735498057794015374572301103427592116273807447904109112867172558768165991941618342719867847302595877809169029826027468569814419010293458720174606327532786113371920656449568640641715607233804523845726045314385167880820854388980690018999140090843907067627154213695309269295738472456749103683856494064257015648839616302074118393265288148291465219448387334923277870511672776669813947548078631298822843047536195107014703498798257419164664690844045716681078923190068896667453006894453408190470373011904595953835468606506559050692344750589185819990956646069361213392928939480969717598168439785823821383987091563141370399527510873459024472857729597861078466639802749617826030201386891982909373649932325279605455750682998886514004442834648709892487078173387328642779445836901225503557664561575364163659197216238728096690107097461788009241141422512813203919880258966800695172658544622056704453565352900435070409176103580646859138957088655670154483690514443348738048
77,385,804.3273726644882,5107,5107,21613394152683710039561359298795738149480588378141345758158240379000526499099724557320991373662063161123732354368160563848158060185183533279544611414481196282120727871195407597637549854512496663239334487510172600648289262177817765914857238552319976289530890730359121068947114287993684700059073811817328964607527057773884268730179635629273861855260726073647832245665994361600334058990420427880770648186635687805664650450795049050725376141683071590374506919174716272739360542662755224688991524026731175403262888426596888584119016825359426283670089737284875456554812022521169049603888078261713791600766093762983057048424027751141999729493123835996279893153390089459689522148418765512237674216993685356415642750539266685869882694659281742747746844947324206288652589959374805939254234198791154782858116333060142422916966031376552052925299600975313243674009707510226326884871590425724597736346803281642957666469155711605100063548528127176389623535809872525820029344856720087080790078044298498629204605033065558620454638377807083707765618779122015368465535481916061548715392566608711502506471319439914020582848806532360796347724771570737228463105349727866149203413843765100794287704410038883576742925888321699493313448237360849359568412490852647302527576276910737277940285193897139327857940143366387459249306925048501406866287409442626653382479521480463798926888060242068064818592823808047479642413967035523800125746011218780337442714520534989598724804130925116310516131303862205309086934504564927589695542350681441273969001446363470233600000000,19797125417249365584236117959681105292329449218771158475562248477278306462866859624655202352715757326685145291055413571282350678623110803729992969764520226267520818885130311173307094243006835793773592495749748679747887538214291317482883704820334799106653418462897741789921780340166791254490257731272442511372758409387542600564795781214827998169545132513699718486632302615392837120350189625191989148813995696190102474830235365638620557115817207413087656904920243825359330133580418710906412806497708775858982600695032472037018378213885704302184176923412658247928264328278060839503783049397598886511768264773526976428178302015603260477814876738925018952754376667592234186659807026603914273431142613846238598639245405007087803166575968995976734670263247477158579344887948381100360353811217932102453817679486347042573946252891591230246690228765050106512850954447359949654943231987301877581496367044469064214245325819771422858932328502046740434108319979527275342165203234643572901993848005293992024587693542734856852038518500571549424067918792649623465796654813688157636825296420125427698690333056592725587742177200413190133901963809555321958026518840117352363547829174676717200911069544344487607423473501069934267471101763887997669601466796897003413265368675636888765474015463920758724615920317583672160433709067279261317570180585070089764056648454263181166254180367037761675432025501010046527093867039537232144848964148078049592071684654859341581471170750102850043641946365961772593635198905366178901187205376489077226277961061351480010735616
78,390,814.7767514448527,5164,5164,2242695329465659072496345279377302602855013678141373636512246515879279907583470422438701777862366747356442174486147145366045632931866519934199506815817337885760757317884109944346638763162153851584433470602959470188281154653930876555777634732279581837337019151575891588369161235227759252641441890371714018909763810170682980814977558165525680038037121171150905445974540806461737076695858040008818661528396017343454605925061293055753344326404793679979669781424286340528741642454904206676862641109125359051452616857715649721695491775002406456413532105283020750328421571993618885197258543881107597622741025892137543878680071814143306671308780211311070146259300033528709856905462459627335888735671107300726987015747524062565079782958028673470148191673474425076934112011536688063834278721221059005208537023831735343920518556849151397038323043627113042429837983060540614958330607808950056267430633750155630356772059287406310893297510416380359803532644763412223890435451792011534548289811942806263686573155751839913047528769386740007643512924747767568354326005452193276688028499911023964002827623580269073527510955644684455614552559489411564570076472501512356938587223362381426415161666758761428856835753450755908292909016503760297163392412064664715114773802939714069716355801942178967775801693820775731648865316106749218903091694565489401926885682520247523080675044672097635518772029744777489163815597813391031837031329846180274335850352021976538385963183716594930584916760813198502828048118887417412646942008313391991299410724254054503508477758526613094400000000,2054231760012486372296067591718809048438441780506301161748324729881111432749506816319880926942907701545574194733560288062638305237704731065629494843481685583312889198441983941621390976844728459375576974928188678513781841741166000930773702799665022470557644168400829384222399958295121381791244021820983448986626446558971028556816695657121540549039255306270390454663459996347354606324564312727897797244253773564844754027123389943438787600974410448500693934502284012696473423071353292898012129421273879345194276803296499056861162388366536815241289235728412846231980504620371784086323817663380738130193556346561737982692992869672541021920431561903879132591367803291065581250199886677081528165174546240316519579401841281203319651968522914548706339639138806159321689364402228355639678363631961884855667639844580164530658974794106048424187279730521402786859173744998361344459770612018356181546359895152747433729829881927946058660839939053684746744564208219201223687091705980470590897233971538785180289683710070128880078786151337350606233563968639901091525702349460264067703052745356885754286550086605979083550911209549161931512072486092990735330150332064963294721304811255951134072557269096042072492811028505769986602015497830827442249555584393374087800211788558952225005417270182237614469491764503823161769288135890689421900945474465151706596279793017007937409503428243579867650021020953123011242786374686564173560444548317690858977316582325361404329934345578470419470518911346029440054308400247752522623802498735044744545563454964441286847259894921133570392064
79,395,825.2261303070226,5221,5220,241256718949575110811568777398337588254941876558187617548255748937715357515751223749553233448792559471599131322496488593963763745367961471051631272673426715745737977635896868068546573187417928723060963615113168670679013542293204276101051714340682692243029693091557422837190955437687401724579201808279798070527712702427561387480183564935421655504381756975284789547185407251815996840874491395191311076099210233200404999706044622968007908159439633561917743792020394317036163491352673302183838787327187680733028824477845530686662422953615619436430397753249415265251422282975860885423306610784250754173952433169908567774760072427268251305994480690486071011168396205012582634638893005747659372156445946940421052438410423217392887029777261387568857169828354232363520043813035727967581339966807906755669595661585201464154557994401713583315838779968976152948087360276425722543827917044427561541194273260342441421953215551521972989660136795720149447156742182018913539270022122270479565826116000767558921779463211806380007016861932393998245708779286876467458927367802776741392132506267559735961516908456487888004034464283909102057944932966730683359899803879987602243989943700215448404511001524950179263702406023199241436841143625201564267870728254911220980889831895046657750910222351660841086167031264944342941784084016478143088674783715090260655714924558388301356827975945215005918266331226701042755215099812083032151630322608324036741119690745320149470424793948505247863549014289690785838649161027591906176540256407319257778675415823535672951329254414875870275363712427622400000000,220982853921893900529683417923765254197092419112003111745684685319836990312217473205637144827044458239884699706928469975325624202507413165960155786086231094189132024004716053872301706645066641436540553903928459482605143230097896860721639369450834510500957477657140428034298191360907116590021976756114558242911660455083229562197977638540648427801655580915301696077285168044901191222391737613981547193713204724629560461420688910162417468150417352290418367506336522757404261794298167879888583874446545221152586585373908256129368169937603306007315148736950381239913542371925689762619350336712644504664352876162492736214659632537066814621309256115460837519130973687915183658700236498611277314315583391173176141831003734377627678815837224468760512681630313433730028638726054603807471562272331183512718084914071203135332127431777075943151245929724742609380717125023271812893746997365001418986097065387591305221768407246020621036181220552680095845944890159038633184734440900522813238575971165597130606394239506789583489821734206150298627592554283510336397251480011237484175443357988734442165492126463082819351603736163495468973797911242762665648375597634269363248583104220725345140175362462108351738423899779371632147945329774189264803498815343740788174209051526735113379128514771445356474028399873618251203423476574636383252515778346920933002386089150390517288662825819851895051329039601733773421451176701672720065630237291234106710088274590124791519423199302875743514828375595784083554081983428809754585922076035914278231501088233890396723788420351695846877381795996161219231744
80,400,835.675509247931,5277,5277,26621057022028905248348034116219514004464651248335023509844161278227775781774205592621228995915339597639669417122682044508672908595520376049823307508947100766627511914067141993511203763633456217934104259411115955877975886402549376391835035344132000748495009673689708137991009940071788010001162163415997388183842098979148932489060822910161186124030653953976845606781777895617500992650421713366178123009559597468763463385756657315869374463382297120099312389998704728620256738449526882534534578560760971845504303569471898451682556448914570332184003689518278004819709806203480617799299092087030239958258021022824859312454859431171204602908935993979708687352260109628985326332046182738217853130049497772349429487031642187440980865196479802945458238920817421499467882919374364303102313270246337798102312488324926640796977924087391536388701421223343966812674426096850576021965453384362252051247519408943950969332213490631412989866677987000054695849753665020734071393442736385167724335320147726794419356383946146204621750568074589197978109364784926110197442016014811983159130699904915528157725496618856033233296383871473832770307946024602691327160103955361852421379839729441943567484772611224378271052027940796663966337051212238302971913154906000824525878514182317801944730149427006376436775031200996513597681981917654608126504482647051452942743607901693212978955827471427499621494913709341366150484040103899925479856937379017538603187701478637487564047074700438037960083261117727096122238057681186465719544689279995098940487637109528360797364409126991036628347294220784857050516011823923200000000,24383972312808334786129223762254045378238791936647134192202748600591422163357077199276718488542675412270382021541334587504147147507047208738176267857373057264287429939234874316955303616364075449962090205383221709473364587528527460978317138678268898633529553987829156814792449053328037956810148697928009934638910669173721607566109417342387015537924864015126200560681273001332120881446844700443492997405859948301829961072046418345724742796535680677956433076570726307200786347619625008860539994565284195362023509983394904333549286442768392337676804014918171865001695690144289008120578813968517826140419153123811894137843679142139467089721610465739159693229432726111513501454066474983963283349216733097676887996274897404545461143714702438444294765556744724522562206128405152837313581086391508354895377869978402916316798451304434631808911072501766042283871048307276970675922923300504173552725573581599084559251142069969292604014737318137458393850671620768329171263791054153101631383497293413625782740136571237213139717625469295927853327565044260229485730289405879506925407267272955920662206143112487585763112702834258104410462037644709368499958455375202902470983976180589195686020699468198226614199031677342816105136821841089624460711668382937177015678592578370202113129175315510708904843516384971376375982139025818433802818332676677498214609891858498573717283696779313686216393970799269369176479148347215041142721579037374153163144742815801196851711842639750015819134403837102316383339952701907872047675313492024393935734090245345787655884866961637923097572768915234078209882172392156107374592
81,405,846.1248882646623,5334,5334,3027048703007366816430507797561429328858498608553609893369203819512635222045372692426895746924963348316728110673463200545985447407691100351699593918662956769750197935124911339544985985140865506233149190956140133677157369443546062667401772730279892884481137897793920840342973437574649476831090313716410405965217528829406158498917459481316229730858979686001544672452491588387934960564225709944981053720429332269456729920640542681872780082910076956599610765504689195202493054252857255907919704619040679930110247138449595175785168545514573265164325768686895871642710507839643431008723032592421931261187667904945376070121066297826637156267798356238751843696182583787027773415034743511459502818659347363810544348349785039244512523686501660800292972247152638087002026595629711195298042802398352384126204550144040568995487128503447320368616175679727316200662713222375305059364802465124456831577544046747386337664804207252907299996984914725816608401363642420553161738347271251797848409937386257197581107397362519740810266129895134600591544078643090749196474603943875706878535453499272713359697922730266730162092873869009807715332210390296557517005639793548324182458938153277608949173377960733627471487426552817183423570468632185558150552940905903745414515682887939366571648803258242332317627863783428507986759684361847162457217845845711339931074566049625554050324187756825485620136874925292263806452911352830452898046224232057981137039716324918884939482954314250414339826510651842369893427894240866282671679373226231954972997304112777840276882298509290154152169328135959555782127138966690009011556437301657600000000,2772672463853522922056939618522203483818216482070042233539420387994897620367217476905602664080746099469954355514340653430769452018065551287906257144541952860051503137748377181411558459937743682098411780286480503623979969007716850895014801219367269276567345760805339504765256948144381373573105295405730263471722038840142425997398033812286737966483961849532168186362507502140854643737044368366473009317262968357187334796704438804057248688979777257040226419318130629878713330053047748560411538721258248429774330093841666647150565745561246820824603875368860741057772112025839055288885393535266146303609236495778290135571376757885797007095963863313262439877008619337668687919665331774964689322330048838679618823614537938281510689151545660473635981003033733205822438216607800138224335253747305751658344699505884829126607648946418722922542680040814747555552523811890338652932275828091283908380846037497234955450111613716283005411625880772663043069302605983032543878185286099238362287822816478432950587681162744561596792883957957556500787943419845086373683948957263241315606703666331367205693052635250302264387137341451638480377582605397669448801074619252347252007074424126566838580897784801294061996679699572101565012212785994648915226926045149978146400025148670601010265205221517546733558553683040366166332479982535485911994117481910006830990459460772136523116134826581739524796936775060349960545172129234459029847341539976886838605578085312744807427550176568828074727703526588162860074557748201291836249335670647501839258081610825354948353585728099183954799600887992135535136397727202459913547920439760499245056
82,410,856.5742673544432,5390,5390,345958779309802298453548756537863206605667410282645720352547516846525774439182992814554910792529619008952928328183074931078690640286111541315499323248807964335682629207233500442035463256422462247995882005045669354927543503893499298927425741687141827393369889970548621789093781109540353094432275957979037270682693458415593575121519459205509341071684628662884577140179029350169675227458543564308727711031663793034207923373500140358675386705371912997130666480292885967607458030298753955947358327932864489977616011257412458027622736107145576842057126586138492595738896460978669796489588977423883383409198004621040587441799070883474544469929742319564163226468475994041195747786056885143657137220893628143450845202546495953871799249765738234389495079297773297017853005253746552824802627543926042711276903002446590638548611381643660452665116020585024466537868213055564797818754617988023314630665168264472305297953188323328797322718890420605160586712579385514245877884881178352739319694358535923140381079493026155461547866444939023489464662516042590046373794340438298654600826127045284241434959022774096572360565282700755916257015015043494116678257023794241181511825363512019224262505407593363654321310454922205192615948997467640576935088742744276066883220631340724498874509384932286352921933780394628287477147890316206461993850513965164683247062125050369208503007634193831755309448355785325929133523615837224491157298901733963826770032073312829110750810015601995843485414853994662663264867409415646482252087569951660735373967138944165648003729377907542568278270122080967575296763384403090430058923194344722038439097348915200000000,316886338851328446444346176738871358369540531632181954988310504574364423297426752575768859884170047190129624660680227505378681658441030490232711713845920622517356925686183571187807933010457744466685467445511999194758008759146792569572151131318259811774211617839177680369360527441493406563672351595333439900641501263734857183198492370709880508117101465417365789010261403128855956066937057934884962542420535643752831219771886265892203597370796790064730773522432932920237815147215038717201279681201572676555498066387251038051267520018038953467295277642999616599797628582114200812398538130116187025319481613212272934548284585554013334478558303601522340323836406167155553315073712410082464562538524044163360411461412577705810380173983043751558799972483347660050508552061480396860333855598870182170878230364985160776747795392142540320322805606130120117068662325597731046214614946855419767293507471652851065664657046337192443281404018636515390057646064657545431931388886939188424726720302041111191109950298419407025524940138840780699877342280615600323431118742576332762547368896660128585257180964256838299349925054148797494790886083944743293620197788204351326597989881269824074867087800496033489731806565110221964135033824996437532161882780173359339112805309472386963487743616360487678799462963947815646035326520722197331520368230146871235422129404841763222713863008423408912982107495085288856902901371899591643061284312998229997469037635672503495567466765111369189337331127533699344906178690839727446806688017558267679084457016450835990762505241841583643639472779302229900464994816993334421196128277504066514485397216680436826112
83,415,867.0236465146342,5505,5505,12902035300474875352172613841137233763473246910200928507296543614382074227521864957205930305003839487776161347823419668516143339888652442018553770563681557246740191994097859103972128634084583839292973483087426658093386941450476765200626000414235280888996690892681791546251176816554353907065330939433343492645221568884823976795257350453322397947493799056169500267315600550532609861487324083655722169625149846132814927992576929017300633074077320282937105745032277046057625255835949779970083172608018829323155100035342576424865958188213779710595326356673833759613387802193089446767401544105857315124031670448061301758980080636377799871447720259454961626220603578466426563920273201015942987633083232585915874218407814612809485306163773315273744320751072229583190087521499870921798344302182257301697372499826280442868409477363464443434849502460708720460729542705108043575379494505432742776860971906988587883565777797747953775638123672285837710040782139872661880178605908891949766197259487245653762634588541582805793324792287743695155652177128088344372592450248132424621083236394710214710521534623342176102580649687258640005533266156115896536773015481048459675570264047412613878023582467844786254450812262400951989354423145640163749506670582090897928813641274172370649707639043535142296671718235402637055091060722892164600981984583076236631042092724156883276612295727017970523705361072626787667798590936158067236289738509033544260611535130746389629926249265608704311274698943012005272486662706740962555047241399433508894980652559547301050009767115986305545093065908644085395177806946991352809054763913677878466987849178486653279286474558360906777806399078400000000,11817820430094923672178630346877323468328899194308530254261435170508213467620696785492522391380821576890560705525820709687714429738324744107134234853333665771641321697892123592770390957245595772468194398212401738853063934041024723343039039014417086252804835540640718593133952291339872444804867287302450273415572291806717351903290891693429085698161911842688087822469595665326117105190259204789919904289451364360967967967168728625072902833086863762200494047470981991042724597808400409097162507362259263325649609681154525554503372170559456427340662900135894654587507464532036139479221897254462699316548216276765043900692841629087791952619925385216707060506014282565631784760066967467920801786420619293896608499361384336173180215311856805565947606516872414798789151828770964088237010918721577210703153671876244400628856878094877235678387139480956797651773216865405309676233209849700433429082465906287542377197139856792578441453634708912389061335328451812655457785833957214125128962126779271781896626153278603762900639010696151914116988393051200060422402133894220104846229133275727752347803275036810797603569825868852099802523189053776970911831059974431718887133097588593465355553726893840925186960136764914402966022508952456250096807655160507412920748543508110899513293882729983959062190019693509695193125814032625336086053308654405493828687321818425095086481939226709820513888361721345171547703514770439190063391292825085054327954618985994770802252256622435811973865680637399200407015740824760178740694098424804781830903808168131566221008308176057104358043145489839861499819779882306332119974857928180105531236183256709789374853147424217407791413802637253935104
84,420,877.4730257427209,5562,5562,1578603174636284215621202522323804388384214157649699872608795247592715051832421532167374576965852763807959975337715238183509267588499529002450786636037048986664022847577410837854709732354300512224534224042316781891130171519637658155556886004428306944352499703916628654562058410467953351958156730594248357883762782422132756850331943425469198242408800170359292239575807931607124849912415843589530149675155724951817812994406549423188141383426663383221927215135633915280174376670852056964907947566262403713070655626765188687495564816444709393000960094605936325943029262498704575704256433723683273075797022812276225447289599722135619150077716194245129152438009387495086887591596566198773334094875917638157908513672849163878298020022775492821777214612970626585084598956713576289191328584684124638570543403075746693578254025669482813142315291508442215409927920410467316165214892004916096518413084554538131079774553034088983044082792455632013211439427125346804462540169128638125194176637597895273734549737788432945768882868823531863524198018538313170363286530643135846073152735215356045861037289669644246828763124199067538652738992909744288470980562799585944894907799856534537240431466492664870704431060565006112144640627154051826261701960419041745184821796079979257771769108597927937341748547675976840208069368512410764598041728124189869153757366302173428261525443541411277392871936521473245579202917069964551291970514556890864250638738610301887103275405808876084882724538965146200630484948438274552542062433845895527997395154947693204766504828885651662308820748697570016998853645731098045701165723962268399877938313743802184070946116829549792056424170728916979889821292953600000000,1445946194825768305285411401325620178392045988494251667233514936967177708336794850837925544924335685357300569638687702430031082680875893152391009502312016848995127582967248045582734014409058959088819881451113247158441102591525516604656007367488745575430883971088431443481172554102547585981194406978739859777962106399988605912774506599381961355358166060625752006757014191941753842766266228326414280538616853818856462600500092865565454107770080328490042164620531445752667615730903031526608050078515576751488086494408550880612687193286110337003280549658366036948169101496170427187839081137315313145993202181169374726685337749636362219737428760117514172581530785073088356836032125669867665973296293577636986121076776782331720772446722539980330413748314310459175900009084033559080346802657507099885410850502489607105116564449169137171466126747537293560829358442723291067286013345615271489659459683686103756052839138684894330334664640185679001269476924471043724420369877658269855682952789929657689487304035288068885052494142977798050101141642895710231746162472124402510117474604213294359118875009852263331305757614992392977611502344844236060148014644080175133683484945760002322029238493462067421831914648223438872001591648521862424463884833237504000290196473877635871363120127660213393345355438190379464669988468695897469376455973605331326068858593455076545416477793290931092280028015258770173278497882423528074260749904607769265463014312043501241608322525438141970877805349068021741925723495670434265469265530724114281656011822768271237790486721735862684678281305642465296708329912248984032988408558516052637976354415736904591021332214734051922101546483971365937780616731417378816
