n,k,digits_correct,X1_bitlen,Y1_bitlen,X1,Y1
69,552,166.07813391199798,3645,3645,108655057777537848851460015602034127748575899118180533305148849741345323212193032278417244944341730255992717372692455499104809777201224355009865583458883946796518130725397707131756985073143207342956798610975113204613522269111259981003428468340147460612007171128755321311070847553811923287939609733308138115650042337309071349029384016041650282057017667425663491596779715701856153089707848179950789658529756496267909230275804153875271119193063377072256634125000133779752435123697017906524574406657203836680423107087732941732957574904838099971508677039358827600536157364467241425811208871269220495663786556504066432676242918587647582132400132850117366593287986657830918900685601184529153829070624383164088800130657201366834035753125910159063864093633293882184715705970353138168512891296955459182331642402048838043145289333565036525448229755700378350720427595862200301082697600095872569219320424816094360760922786424485094273759634476196729744491921817057577667887755175293018269970709401058108119580077300211117882155092990426426395129116852050356504092936635313155650999992059025571237232640000000000,99524294557562517900746085726675928950687357271923913625949770895518689527772388537832740911027177542066985071856276634712465822898749673118062915136335283754016762839745652912029281382969923065152542602487429552200777194948106558425641829923979216473252357023506281530159444174341047055394409484518755987028307496281809920624600729144694886935431201551300006256079622553837256086349967936547860612599402998698729418783706543174024120699068867267216474658952593817388420322003841297270614209163285678894355090665165050819322763728882299543736174061728871116046919196266579426369372499275975943466256612254233102985443041469139692962090064835210973260195168877199541839727309821546122728430268123387488093497297999001219825153309045493578250724922913695398812194606279822738987727632990988327472464228131961315687406668226806582042967306662895962838705254637996019134547436723119658835194284728004724426199406194428164716363486731555211042138166952700608213396264159944374412048750270633654639563014570443120444526765220831220325831535703732695536006723507890898925407042505167677518374989987840000
70,560,168.48636265754945,3688,3687,857979612359811824623276850793940840945820484275729557836282298773988423424527084948138076567542375461178299608205943297775537650510782231674477074081095069334457252283699100595122715733766615780615439178819990899900143161096377645836856725548309996615068797945624602848636177496048007814932240485753734720108339413631829881995075527356469273917206274336621479623821219720344864478675882459369102112811956567271252337838507330878480397393305909235779710195457306344840545907717921049575237886671612360849225859308458599064166033316266955537866413853119304524004759511488788495441659321245833843047391858790480303132864140681593014064491706248339662136786681136577517509174069026278965168213586401137032203983734139916084201575663916920886271410157719715722539360653707573392222274400751064302295548883126607240269771997740692875891180153385953475812621293547174621267932859192234576899546272110468462875120743110545982233176717251032135704179353119782593147751194076416493074042833943594142429628530713100822915838781520567894061211094613534781240206800216392140626334946600375087321269704286071848960000000000,785879805427095081508619986584181379483437315669509125812342143345482066275082401817486771757790287138484202506826544856082831680034086670972181031389841963775984334674515289293305212675097365858471472387399326859161229854854189730107978347270196143868992484437966861176831190335761934877349886786416163715217818743819945910179670100313135483556651565153950023876644629400247780785625418328700737857834512453133044145410149474356534243570005227405057160377969971843031369151438564663674223775327864792905664832280628759365872421766109754739159900366544672391488705243090082996311448689319621478844636310502076760890023871477162025905148468452493394134677396660809526662224023406361482336575199710748078275746773337054534136589078393537461184283166346366913870988595627906657811903237068231588952836222541719616162251355207436531767094746147217390661854797274074719465545171662421874476239894469818397773573435488274329136580248354722668349703984494499421381329751162679898618636265907821188860404894009369117027353119194500874827147239248535428556289760759092049540830798669442651600635027773492438588456960000
71,568,170.8945917188847,3749,3749,3505621648120202577896605162916121347255975322433556594248002774632342436645313912258283812434891750812196290532842634970649288151575571580042771542678532430954547216892855107522594443937183644799367862411460412824678112305385598189849473134598794490310682121658784956918746980169253740398867708424906571968330460366186172674333512413978260493587750738579240330673638704279395156325910754633630729329115901754230560230107182474311892668295827340811142250425635896426483006149931550331975706804100597244784183159779500233107708951384723083458676541437402618202090149595930314723656379814469436693517973323497712595011780776383406821354608379148984813976994033793851208118495132922289161280725437406261088035624278915730587739114776545651282253530095406617778551486678501915675262893491839864620766301009308225422525224530399754930209305658380829585643867814565581146992443353972322923842022476498355666497494919907051151537390501947723533319120322560175544360797329218773660502633227971724767102288791535705739066184676244717210606370493698792370626243448703838817713702806352683195308280798391897265254920679818871308288000000000,3211028815880943153297353385099649479069485688581504714535213714029067241900706959939068493305556954574124034896879281153476422157700380575125845209977360268605427816918295162530875926607314730594823457960521534302070486492527421641430280350224334722156407178053498505663964357506442397770437574719188174375216319974359017448687973972299652479288830448010681369569899001138381854863776476607875496873917949935886258243682928536987306772343894745483732351776055722386877217467872011811416496737755815540060446035356503068933640966037337485161192557156379491078125812987609362902305468477141993580377695205734303796802638309360677068883434854001517765682733706060329145802591703487904270929378518624422346801539372147955211339795740179887547759146081972543428628135855163587144714962620996055183034620828428509402455489261264180066693221629789926802553877968354525966574440905091264209889192806993880698819100117829944429307158118121087852277803683255322105538450976027056656366639815729906846201666963498219321999746352223837943152988175814557873138898410842968022684851908197812575178809688047773787020832184537001250498019328000
72,576,173.30282108285678,3792,3792,29982549018421553443380279567683727190050747199233374276061764413001284494173480579021465836622695623781399806812184110531353797434270322436121766801819230775935352498796980711261771991345473197139143280985930518849130934445692010827032834839091417272450742578715997110127052633090395683312944717779567431688211538031505008559503442961384052768661434382235488743324361615386690928404237744783106896190725464754508594542187961057724899786378838977401297788285820414103732577877134898048699635794984656578720871965120334444707846465553304673386712375747812150613442474394384553436126859626404677581717263013755899096631310721248509782971007391997161581108746386305741005366059928168615525741886864450502028729587693671820753104700270981832818281467291582136379109437829096520100038052899481343725481718886345974302656202172001918956547514937222031192605152038231230543712611642244877595520810237395956021623486258827259830028124209312396280285424737269454969140737881706387680445117322673564186046921538075824505805366416286811892125006803758758439772071660852781740186261490426491868030122547155940847611918090522776858517898685502259200000000,27462983326606092948039600261143519651809008089441243572588559814690854080157946998096150336937506996547298564371820153667844440199554251148098902759844187777181030695540239970857969674866620575147148188174558886568834626524176096534028420057721426793024680902217119505761454027788019462433325354808433032484661904121282936501846347201391328529108896927919903050358216808257157576963815665820186472877393517742033181688543526563675779391871824477926899256806246800254464707795966226448635870360099302565045568252658678208319177582475792457118802430768359499016204046740906870241832616147154957271245838572320753398795327461565909455818147208982061600420120285600800011988081420591416812421634391942001280690495529788640228056788789876228590603629892771665065312073285279908247446685512917783447204514993024926074999099511909448505921288861310160925134942783363647729531792758656136487257919396866692326457145045677956655647777399970082258229231245898438071694233726905313591493080609507374427473180330088161249349842525024462446556987603472553345983848353418382364123224913465273744464651843304801235060046038855398730295702730626105815859200
73,584,175.71105073703862,3839,3838,2359985843481897473648869666671632887434929853337699154026816705683545571694088536405502071769031535731486937026175905422857170177291995948323730625944135399738797061765991405393801585857786276448918100362807747369822259688499970245692930448972394963842377516502538279411384788176694657015676978000551644748387645786041180029562242412618672370917122354585652656512705495960929751160315109919647751197526468256641797936875394371964723476159029166822434803598268359337153872233201497151558769481795049615552689306075153530599515371219581323783813546966146272733079952704734167445245305923508275318564524881294589180580199220263274967641891789313566352593241130893940677711694977647961149341161085716183519913912135967851870831727690849545262585203285081233759463370890904376661351703314717560389868659088120926510333470263432242196168981753435879249088688826720602537022557460261287577741986681335836888150065373079840419773169001404881805545266013158778067844808819516460508369481193427239149733451815182646510426787056655403807702187174259259588741599085031599587430029382476934763430641845223123390316155626755122780397421451584135913599774864179200000000,2161665835374721614422555814517284258443596295266367428781334660182233153486643906978562809479064986143339524887272744258466541070780449263248928647920334850247811676720403887273567027915319110138065748457885672715975142627887841306664538302475358105051480431300525855564166800360276694966666327324629038788367697584331776936816327253717736741590221999180438730916138065719596718022098584744955536411980424894265738981391143475927206665175197072908190410378589825343688659855340915906076558736392347442369943477712332207257045518710963146783922229812639231104465987522279516098291084943149071405484623807368312262978955708872135115845415596885832101297606429343374131408140568030118975859357620205037735796426440499764116142284231173180452693514169812325308563145101085665183944581455109486146092459113615697161206236728346382330065863794375455605696543152475778916726704437214150158443981528502286567789842079417429279688851731712288123644402783259006101159911307311169635596950901147123494134935892323058835485559508343644410411853978710398952134188560148173534581438528677307172046100248976343633426405436394517299505644741715497366702755249928745779200
74,592,178.11928066967434,3901,3901,11460860938582126139908000144364817070017314461408829166797778585254685909056774947912466347075327146553875267526994885780377738134654620771016474653339499782821082052676113816338407903183273804485520865697975378926236999913827618171882201115413970688500811839701857953000255288627592270034247881559844300592323836260458295428778611261281835163744760310051079646938414851685638567467562998519105408443085720303116986555601372517509815480944809520791188065705260692458016824396864310881907664514364169522932653473346368311388485294289074946509708831322512764873339269114908087842715374853788300066730745700601187344954542508483212790237700089532472408043181036985545725087585543312192087752431986085622958909600539884702681970484389658389748872971566277237101004571163724956216327197334842077648527908578816622518813617122477010700152134224883225800836297003824628234615421344940611970618514616619439770048558249083556908672641689398804481405394202060337013342048923705734774162092849293785465567080593771028846060932888092992871873427186719673483197276871204073804975455928328978935506122270405856412132080115241630129368613401622036653076182149159836239915947032576000000000,10497754299390857174737061640103300296200250824526075852780954469358954313291920596521218543448054092669379355551980266220227156521341174526551540616347160644992967753417313732291625584820960147546648888164622777294928045201002417499497292891066336129172668808710257656132302811739303327966665887815934918063211653463923737131960876506682490267152187565283553916059032524804267184388855204933708397752702009610629981259439956769472826353949648246444520541419712498050209691832083407766622998116192531660214561687460332559057397707518440222370710738155650734954993156801067094914440556992126221829097334511571910027321849020832250144376663889459954619339448120307152325429892373169631681521591196420719695617084699466971357875897223770166927063194975445831605216450209354940552463634902739092215627381581979914003268220890317600655736714194277561762279527142624576040124907403017660520182015710752937195918769726076268221077835636611187425227754919437554129038412069254996672342183499906293160771758922330382829414596575084041439971541438135674502585602202104618972321096516826652057859827020693781753352695867983957188553006347467342874066404932505165326903472858858520576000
75,600,180.52751086963454,3944,3944,104733400925757097591978959391098537393157726093531344907962363948807514728830934667913960195543599995053216363189194809195254636442896237054502494467428065244387912887738395390212825210401115166385643430794568795137112519783743669992765600871015991073680819459552310321510859270677343335408684578692960265464175301523067512142475714061101144485208822105308381693283641627322820284568008756651396835403934380389257843985297856517601063268978476577417379272206286969386190463023530819088810747830396309155810043032604733125051837647373896719993456584462836599185366162105395062336830730120082261939565652271199113970028101443317387612034794365872092760334869064946076164483996096880260239906731078448315381019251983431173494337185371392230996041791814795750821382801315780622539568316313730183952424753861819105627709783164359161091405452749453290078364067287711310848311522934735724675233723495959124618940844418607064847366228403691679668004896527701300930173136651506805504177662852558650979606836868521715705125693026552881749464004063412085298702596018618678340546911074723609940474518026267757880217906582681571932501077490119602277232767398132156501655939401422454873155174400000000,95932191809161999950934549960047782729347904386070901651332658437281216711014768801542243820167316534503251811290157795034516324597468828076374639741380267389765227969587187019450162824676876301853679306425056045508421343658271079685058556632115725825062677986934254895226663298610216511887779227138336248710672803023044734095745138919941829045272231175718472945061719406520925338695130948779066337355572887534915632473752051066515841003375326964519102652060350591304080294196660053605747932956983688797380508741549595979009137935479346928039685157221401181915584991265861778415685982229021424541274477308882459020451028383653762709684711526428196848421796105039171202569777162094489570468015763600978093985129925960207440993258633528268920963573990833620658904897714796926120649778426204945405099845523554635894788713232757891177605558254393603960596664513178359484335595782021919220796581008426947378981894222725603926907010470008607278940754468113616192092022861741805892034877812747675903398946875625211672981949211178633823628299145081571033097847146587358934497101086199350986851580816243606310970670001926455425513096640559897597886405813631903888006210913947824088490615137894400
76,608,182.9357413263751,4006,4006,560433891037274993650866528521886638253768476858281712184051437794537448465432608945193136624326933885142068958118777001306340934497517573261001398592422950920838076896163606995749185998134281870235956427976702426091136930678256173895301882725502196749229609610927858313596260518336559984937788330110917012476921122139536113303645244054429368983698431617962589072883475636566233883763965064722426519582496185203256643842535572228724310513472113824768216451871263279782598933270979130343071133061286288323842161771451115076222874528319476400396284464456184945603638777521575391874856056055721763745016922991775117211895402971533618298766483278227000895645058564380499857953950775209709500130873378620606687964804878812247673777805206821498094271606254521926591716614394929372023675585608020879657077980465004414041028790805676859635121286650872091086217284995537041517647772984491581314417644822888864589198989901029487936810452464416611701177737371247636324612670593865252533904592924680119290032220216835831670464598295431437717060743228658731496562568480538448348488501153571983501407143782996282955408472587744794889099036223027745775677122398354601918879504444164961688216984465527116271144140800000000,513338162001008407873607051409073631470045491072409764314267760232809900893952970377515109158445146780661372808040447693875642330719382213102826472266184594621990483553857967091418221683569999186295907228699279426005283422614222051606827907517657505052629192562819818017081286267733812446621629709001116835725888731907469611390675307329817530352655250827825525376469433929341255209804240506134499883023466024826302683613081071100764276159371121587836808719065117854700690411409599113885492685491184381635988644717464155899294794039074536623201682895300313781351831523034273924335600061076903483937060567744070532206581804601708411322263321501170712795474579497904720741108100773288118313636079319667785923998544003190431128062422047370583655532645169775145750847242576390560444956976463926531942933761606136278783600280846321229413886649007887741541082811932850439679118520945310653301564018133192834200837947651302740264914827961087873641487409121054137076549457163939534425967586322955904915489069427116502915464800927338221104415685079387478467198129463957834383159045212365876802282556543686272725420468610891367472854879773655998200846073225911905401435755589072981631607403175023652075144946175180800
77,616,185.34397202989933,4068,4068,3178257872109289675597845172535748205870391994857995344507709557068708387719382944882782020809944997822804241808443906956932979726308003993804233869050192953327627685979330665381290348095098311011405426386852273143562596372368866739634199270243967442452695196736546809872780825617109029780417809556138980415446811242203184648546033505675112222486811827212329309022397358019398770104369837794484305836064888160888073196414612009761583476850423873657812484599878559095910113924093263725996236577789245699373568415725594928709200274250398452042366308179385233925093399801923255540989534301227557027327733105468674705077397889347396495067544022581320480775696106142542646013217539963096059951542403571933193666912812453830125145173766085477559748784599075137131638266460924961528424052623607390471343358520036683895324664145594938851678543036538864389071908965639733725579667934003094435526039004208509692704162213295189393397484276939773584025504983844719945712523010632271920542386919279141796636331050496514305446413969586562337600457274601953610277987596493768927959945434514440613626927496307945592726156274658065118745337179383176280700174660123420594602416571773508881901150592095714713004123104462893227347201228800000000,2911174860275009280311795898419545697452920857077395810181174054246912731971728893624706984466169416528072858058075901986715982734380752305379641699319029334462463263158044898549205027350756345192786938248224421880305282317958352608727265541889516374573716214883093634245789663110215424422950554014599377037763645768731249308841706942959436335077148865646116325664271120712835927749702395352466643152034754033571221787594783975034435855703307959751622576630985803702560262681098203685121046990728945862876460429358847651332641745975783482001978339519323805432844909047300060606604124351755816702665823247828276672467191753450408314828509736558688633865895430847412826522140527964167369425614410613194742840124216515609820496150596412624725306523239577013716786916694580761440235326659974855923648019228586324736957985070275351422796963700055918910501774887859443095022405079502717165543170863324677784260935455325458428424505213523662859271000397129347248229946861950595355365890224828461249342675730021223716710599110865989077035855717611862951903928915473831093765514384320119481076189850824990670911006139146495276584594230444044947821069170506571455447563238397067626181662587559987415905126868021475440998990698302668800
78,624,187.7522029707227,4111,4111,31453148321465170293300178203192094620038973423655660870582158826643268750444711865321238249584514123118531926345704373107618497663976407679746088154602912558510438800537110904981262985886356017817296661684545759029704487258485326935294716163846608265276841709980707561289440896333844968140817213921036324935616214308181372020610286994354829349715903340872718270142055994343423987553044344167416648970788367014026210111420285497803919365222469024287000833913013834067009387099272326379125034179629446810801644615540044396983753679105998056413875072675450371249145832183635842880576392172584986865927195310798796124172374225813268635174893069021455672663647677909426309394120973176601117603748269724366582765304898396287386080600508032657657474304128505746417033746535022159424816995214320121930739929885031101899357910680077429157565078613607273768964048198083736129669282856465038483515041883750766353261493052784960853529104075940959594765161932253388639651984451932244269840896029046057330583663281466687828492344727577532488445495652170870366589528818141076843703865286873347251064211760705013229469334629100052114469305367640641233502253229736082537698603806146962700391790648511871840297235389686849490004497477700629325414400000000,28810001691015043623910265238420233980621707638387584955105607978464045199318066530320165034696135286535526676668383631368340990152893548150525731465333443323710404751356519946238089423831940767793064531951043103525494190252692772189725701731672556739807772675860049477753948866147434581385793940060621357259445450008321666600315982568489902505266160701808591365144386660341474859297193756694536856324745282110036973317771055729365472221859587729025160882542884206115275629404996260776448945043726647790408380659026114450713318270973752813814383171663535957479605727800866831188370195779393351718736822650182410504374734073711461383049111287322813286157790395515874783929336200513213542331655958621348435535121898754169881299785025225760816846635091885164482874385901604583335301569253501348044076544593622804606429981976059830580071757492589396567065169373235358504237987711044735569068450469817390190508408225106122758226699715855416406954586313381819077315899645791174434039293412106604753178346905249881738950877111880380722252949141967136766671439289126902325470816823209125195082165176654586737781973427854372002931979174438792659496083855028911450705917192721078001539430532016319459343657828736708687015078953237563445508204134400
79,632,190.1604341398406,4155,4154,322701497563758554948500459208464106684143429179851475082199263486323591089905327456774237329210504298794245120739289986041266838309511439431878269391622213704485722957942703603833299125796632628185973829091043811801964938518662720153869458964794747150754435781647078102740891758491192976302101564517627878175176816955903177780880258968333520763825025589360706295092046537289665978320709426492266852719737017160615414513454092691896341351680536870056073413151870778840201769101836993151197623460998318451820715762094572869142267827718550632584603957790416089895733980035000700975593048077317626795145692545814973506333436072212013865486768305466269867810526823865359785292932980117250388533322219554355284608635854674238230092904950301791635140914085436456190625870776515359310377955960790298108015129927468857334800958156552967462705761659570264605111157398356763154685257473373121839872896272983693077273742698757108112899635398387898812518919654459988068872391744729033276397952651490426726192936466143502218113745422765837166841769459577544175644150384572661135523359269523971941719864548435318070461024454796227263480597209061508554277491321266990599338025268857559771662548796815075946768943452835845132739685420374442552798855213613056000000000,295583468957866499210879689374875627413814060172020129055223861624761450575147981794662387626477396555498074076192188103382721239042665630656463976651537088531097122933562826510706006008475992031736221755900799645441513483574148983237907451391824291781894662142236039541921140001750425535148993912119795998171021153285852823505655443563511829131900424072100994373738770030898160711811712403617399872243293147026388390922090761427144092556241949551422356794433139203438695822071710462307838611645891590441604628007770015283407366849400491995813586075841107114098641114234408920867855511655272833358818722822877949004846646140686545979571104843690831217282831077721199327784690182261030685810742804516221330924791747682164190653742359119675411799443026741017698444616688357205713665291853075211249171776262240653226526551218758286535305961911072013548548424386210206200372261901968804698803409254992940457431627425578993826673094577552435101987872749793639495306705825336249083543228137674160965782859790196767794569441531974102811752292230807852998856562100907091035470567169956540800353463638709812461029569673615063840250033455635349908859705841102495214544842504181341765673763513592899780216158729594024964437135533592673701025741695549469024583680
80,640,192.56866552869832,4198,4198,3396054179905705773342664195263272884321652692408815637488954236428094055259367244224843449271235185636054951605112810675766063420508320684904037030369166195857836567374240519170745364748157539763574693558555717151707128599966280473303072728157968570491738914706773760824191281531406644601395613940003438992578573997621871907370703776177282051831169575212188611190570612837882529563610869306366851542632386905910952007314984779387940382171247646447587521166126742662823124275979967775536865674947536392598164873734118959308777140397554858886229833236766692538367508117660677021578499255650738532440540316124476190685323358299060016990521689236776260706299063857458725356730174494431274212339125988054509944618017547219906794184250213582480764703505492917900389573480941737012977129701688799417047768059791462232836412080737782326347597496530767828808618878396420930902578123146418981752978485522781853553924927655297508527031259150405320230494566045850795526102622684420832578638215236771535258712154730089455576234111226557844605483681215172921864146266430768831905227021047745807131464281187932662032346370963834172434540923782924750634550856103448276002315042863231888700286618095862608721023327516536817245452001797763276600179632955175779666836116275200000000,3110668784755358029504001240312122620578912352683610207304249058716848804398308424161952951798414161934546211869963564154446794032294773708384430118853234129833574691037432988673401033815473060545159943761604051306442511598572983896519702175711397725956373299288922164383635074321565586510835433858048643068578206620652765962625017341181916493178107623216900725386637453618391052394277958690035661143961033773758182120091432665729791961957931567453685959980438841493501242068733700065923167260366833490235548585245090291487594973601001955446334056155620105616598368959176115215926993551209214417141417583794287630039680790666042167766345773641987310226727000366588612873234920611964172385468569814235648046163007031083089189183360421530460506048605714643691660370174326468509405489370616482535804426974910205028050936628395198071894743155556151061428927008459331532508615996583723497320134452704745276423294237903953456231957475045110834438014268147644144258087393154344912572506063671347498418955900838071251044308306913993772032209114563199224441817629361092632915700632369014203549468554159637988600713275751404998300289532399984448185582738566090168922102950495201062895322939382502534590897964389803383063856960297001148612552835058338672659623528988101574656
81,648,194.97689712916332,4241,4241,36829557798221606718174514005730265766644027461299839438233057069251529818133059482851121762709270339526607448674152288984221455773663974829291465856052655322220959186442933065252847366373669622384625956551610892232482134940283028055174601054881852315553796477137955880222810590680216885751803135016858479155289706695609132948593165750155040798481184907474831443635012371129744036355462979653167734019826564597038601792389666161102079916226247093907553314546764054402696625284269014739431376688304940967698800316891973354922111330977545209151590098724774890557822906239380112952379110212956576435118047893497337103303243587231769797189654906935257895595897115204443109069197196776293067466260254872553418231535437905766196367705864135966539232469742520644845447834041871791846378739629869507886658467295222729847582730687076894791288789175820027748828036929271085357940245480325274216803332483898596047893646474334337547677887730967845092778776957374036088278074085767841503418270144739811209017216118938676310634693476986347399514522308308897854499718024392556488598784703146919991603000405569642341259749712369229238088007130085476820843985787949665201341385915914282079255144500084110780804978564403596713440821216174529705039099568894800864029758806840867031462707200000000,33734607791932284099144534520420609432359511672208882861663716936404388241515109952519372804093396101743455307670623916774024492230328792301867397510359954453296252012597927195938831191608115094622974259001555512434436765807123901655577338842862599034639957236426181934739796749246241903771315045655742070077527976481644139322435065228891854240343124703042916369426045454552514495826388588161132096378075738935810986493484328167047358543015376245432521777538964074493711513662681727367877895404758065195859698182239463813882109237338053958515395466611138600974002119437898285176700561394197828630852099931115374368385571638829656779916345643795146752888066080499365273218289006816622011719050012047818810870859388469742242917158316649290829840482408543641021542240250360560679160132102895756979785433508273259482056231472616291391306715340726320525382664721939121066802751209104380382385469550532282981705379759187060292920583499596486676264657497636940103894758977031313215434665022530717226757559994943416272945129495293643153751944732988911323381171408511850389489000276182012533497571024433696893395139054192626878192485383720734161972174677057477357541673228407943149638807835320553414093274396257048609662834500623082152337537957358640722460563966533295208187517380591616
82,656,197.38512893349946,4284,4284,401447966770091203844106543337817817714003896012925932798533492609729370734897896475075121916310981606717599340527057918899154782578581987524523347056719220232195940229982419505682592409121357716934109764251956907092192116397307560514923485474903525406686345765754679084491018069882497451473138690737829038640598556704902819328999125374752443861206479350434299186102848958930165811855676515608179154214570572847545559615213374736257443395289711201244754810300879657784674488426520495418588880581530365597664654515527663561284633069743600493839703961339357306979848272779355563408380077763518522504500758516092912377294321045246328594899469354627364834683162339905573014624170184240225167659372172874787336071972769749535619931658460535662245006461907299964424023784406028366809882869630749526890299826782869276894637093140928419443729552868857443768547783794823518865833107999929635463802168681507299746203904807358487741331231629327527001797189739909295748048166811913393443304356034228917127432411657168592887515001170647678696938268677132057181568105162026162533742176619208354387861351105899975188480630773703082876551851803365958442702616787391887457908296832787457068294351090652582813634462288753109438315115548100958357188199927266720922665690113912449834355386342063269478400000000,367712525413803064229910898021233730580974466087888868941489008154971113601893566360160062231426536527760435271938244977971442332679027487085452896892158182884708072948888025027288886663154199052372773815490070931284598931942230484449987486417676740129829184985872947108128790229806704461941392435451714754457665830008050450425541702665859632158612644980036095305790744536515553488816630668552957621443168844706409289338011370751155316408355017842121144809440070814807386252734401832804109432490397689878517889348128842410178892651316702435416884107740121719701223772226354258175054286574643999962545838741729642616643644148758404813777098083061389364817446198663823011218298374403098390419211447782679008483355452217498701920398798806929110850952818318161426428415167002229948041857646722598457984774530749268135459904477835284867422507593510598227679222016572346639728520220153362057618651461635080993125137397255228378396829489404535364279760735350611915611361390005683051623564946756311559610479679438590753342043307054766614053968797849789656353999446891719522738148375625407099516616673593969597928588648064049193619701948238655786148346882655517673689555209608337126383648084272436964562063018533604008779093573538031418681847343180539576195601289272720014344962504137579052140593152
83,664,199.79336093434316,4386,4386,1427877569449816435457202499544811840863800339387054309895444476294124215457376611337676461859424913843388559969800387910120330054934298721254862517245235000416169222585105981337939720413312828845970599331410959048943242670934054008398573710380442127469916941205098857363828185647470889616601411418805112361251694252576354065653157568284617037781369915234258665566011720996436861561827034548916077572263001894594024683110359339294631842316741214967774813241708117616520001646191126953465484966746836668595563442828883372846635151404313568369972018799878554111169770167164477634598264541104045596121295143263181899347710785822606151915027272964480093137515250152310880311210276128446709317329935741235694600646842317648592194574907130680642592253539028685137383031680292246010295329682873461515781544253288113743785199792395609433886031627218130044289049715858495020471056810479835971357314722413100714534867879892643697646058042558648956653745657226806143799155309709015065127617402512361537735924748065629269491306716641915111033913456030829637569868434187324466170237835872266742434745324326644237475597026149806691130483251968974391385891310629804162939488026763102580785993288053957916902708418598706320684781323446290969593796967138096342542580408566684625029845331464910128406594096190484884937394597003264000000000,1307886726313424420970976843881454190976652120624560805166611840865947990549414324884244475952775861695522392610736393417071122863758633339680103928392662948014496753249924587909372494480638142064279000289695858639213337295650235102283812900659064336310666789798473417331124693946444834550287618437908039066183368538623296929427579007409953509126249789862759240610816795630837778157444382825038521339973194995783644749545743672067818739310116248751343668986373743737819963852205363590228991096069647152602258593480452085842515439503448952736244361924898055951444086073349540740733081910088065710992807194814649121700028293654059767127397951183895456904157249103057164381057647981033734819266992400974233625819590531528834975572664580816129871116579829898884303744940185077633218553575633310191295519986349912350711471586334597701450233831212015563625598324905263466154082226663081927369869215306806020799030948546970271720402321739122591741959084081518130459723295161085456562497585568811442747713478695510864765632422364418676173048810770846820318338862110723938718505064823366402698501157447262252578739198544220120821732824423937989632595882929405023810692389279194642336616270563923201543406339019895689235587768963662519437826724791799973503053470695747805668226295377015971575713763756681740805776907153736382545920
84,672,202.20159312468127,4429,4429,16662247588905095328437336719850807484539332678226294738323874150304614592781757523701977660976330907996431809595831034326631852180529005691878869553938374447874964732335922714039406316744406619914019769820105385835039368943471998771282009488149978618035459108665559974883961574971103560152707805083281486366206945497961539057342371529703918197988232732166067114601307627669505809820598822456290202067445101119425409660911815904855465045993836641605369939478975164072104299903705623310517427402937794529342947088059814253894413259285114508507807881615398725349591795378474969920953150134633582974717559012775997592543706782193011991408123669296137354994732993328375913049283880977543594306493452771066136740948387706618761868961166166657732389809574580974044449528311478099806180493193596604397807794882216590963634209726580507399551324917404213314464874043508893087790084601323568321251478248724115769532714874581313222164627059961536499505455575679549767542098550308478909668083438480165358601805037185773770131406707803093075136977335695168345638348063346510116998707731798600010440977148197957910970912341798220537095375577946802814549159938826649323607354886230081244687912710501467671557503852445045754728163342178824404820960272988840428236304471956365465373139482495939087633897087505673278056236494057866981501468672000000000,15262045513099390558440433427990783290788661163392318459066039751439736811802556346794593813863481822844023398894632504689102538916944091138281208954567200977595886122723651712024610242398861407637809248465279589381762765498596918075279529399047854151657127286650837900328698400387295480709056777570453305757162308177581994157848691135691282430726805253321110360640027148807712197761951273710711446912365950130179835482846823445030030765606681301575603103457544960771295055707705906174345402498285320884694087262912572712407447039727170143728650765333160055593946766363198903506606406820717255109030147676585829436121417755912244009242483481659079296540315882700223471895454773766744571771513300999458936490037338112775731947634111992825221086095719666277684073079797665774807934032057428850520321398628092281610760097372176657444031048412121451794286254690099932926478541863448444756724574667496167068512912224039943124802332512345592130908978150423114048576258886639835841451258114339972141557636225878905738180034928578499967290330266096515532586627821822261616514157093198825092292264726511577294317556664870397573803453405182235682068343224536008325869235003347600299508751038263839434766121729838239516735806866821606996382871403248670964889272064143711857903830388453905815825125887054470080509413189065636690032837543497564160
